ds,na,cb_type,lr,algo,loss,sz,nf,rawloss
loan1,2,mtr,learning_rate:0.003,cover:16:psi:1.0:nounif:mtr,0.203056,,,0.203056
loan1,2,dr,learning_rate:0.01,cover:16:psi:1.0:nounif:dr,0.187976,,,0.187976
loan1,2,ips,learning_rate:0.01,cover:16:psi:1.0:nounif:ips,0.188776,,,0.188776
loan1,2,mtr,learning_rate:0.01,cover:16:psi:1.0:nounif:mtr,0.191936,,,0.191936
loan1,2,dr,learning_rate:0.03,cover:16:psi:1.0:nounif:dr,0.169757,,,0.169757
loan1,2,ips,learning_rate:0.03,cover:16:psi:1.0:nounif:ips,0.185356,,,0.185356
loan1,2,mtr,learning_rate:0.03,cover:16:psi:1.0:nounif:mtr,0.166497,,,0.166497
loan1,2,dr,learning_rate:0.1,cover:16:psi:1.0:nounif:dr,0.140957,,,0.140957
loan1,2,ips,learning_rate:0.1,cover:16:psi:1.0:nounif:ips,0.170777,,,0.170777
loan1,2,mtr,learning_rate:0.1,cover:16:psi:1.0:nounif:mtr,0.139937,,,0.139937
loan1,2,dr,learning_rate:0.3,cover:16:psi:1.0:nounif:dr,0.137757,,,0.137757
loan1,2,ips,learning_rate:0.3,cover:16:psi:1.0:nounif:ips,0.187796,,,0.187796
loan1,2,mtr,learning_rate:0.3,cover:16:psi:1.0:nounif:mtr,0.138417,,,0.138417
loan1,2,dr,learning_rate:1.0,cover:16:psi:1.0:nounif:dr,0.133437,,,0.133437
loan1,2,ips,learning_rate:1.0,cover:16:psi:1.0:nounif:ips,0.238655,,,0.238655
loan1,2,mtr,learning_rate:1.0,cover:16:psi:1.0:nounif:mtr,0.134577,,,0.134577
loan1,2,dr,learning_rate:3.0,cover:16:psi:1.0:nounif:dr,0.135317,,,0.135317
loan1,2,ips,learning_rate:3.0,cover:16:psi:1.0:nounif:ips,0.289854,,,0.289854
loan1,2,mtr,learning_rate:3.0,cover:16:psi:1.0:nounif:mtr,0.135737,,,0.135737
loan1,2,dr,learning_rate:10.0,cover:16:psi:1.0:nounif:dr,0.147077,,,0.147077
loan1,2,ips,learning_rate:10.0,cover:16:psi:1.0:nounif:ips,0.332893,,,0.332893
loan1,2,mtr,learning_rate:10.0,cover:16:psi:1.0:nounif:mtr,0.146697,,,0.146697
loan2,2,mtr,learning_rate:0.001,supervised,0.192896,,,0.192896
loan2,2,mtr,learning_rate:0.003,supervised,0.192896,,,0.192896
loan2,2,mtr,learning_rate:0.01,supervised,0.192896,,,0.192896
loan2,2,mtr,learning_rate:0.03,supervised,0.192896,,,0.192896
loan2,2,mtr,learning_rate:0.1,supervised,0.156457,,,0.156457
loan2,2,mtr,learning_rate:0.3,supervised,0.128937,,,0.128937
loan2,2,mtr,learning_rate:1.0,supervised,0.126637,,,0.126637
loan2,2,mtr,learning_rate:3.0,supervised,0.130557,,,0.130557
loan2,2,mtr,learning_rate:10.0,supervised,0.142377,,,0.142377
loan2,2,dr,learning_rate:0.001,epsilon:0:dr,0.137097,,,0.137097
loan2,2,ips,learning_rate:0.001,epsilon:0:ips,0.181636,,,0.181636
loan2,2,mtr,learning_rate:0.001,epsilon:0:mtr,0.197736,,,0.197736
loan2,2,dr,learning_rate:0.003,epsilon:0:dr,0.132717,,,0.132717
loan2,2,ips,learning_rate:0.003,epsilon:0:ips,0.181056,,,0.181056
loan2,2,mtr,learning_rate:0.003,epsilon:0:mtr,0.151797,,,0.151797
loan2,2,dr,learning_rate:0.01,epsilon:0:dr,0.135177,,,0.135177
loan2,2,ips,learning_rate:0.01,epsilon:0:ips,0.180336,,,0.180336
loan2,2,mtr,learning_rate:0.01,epsilon:0:mtr,0.138757,,,0.138757
loan2,2,dr,learning_rate:0.03,epsilon:0:dr,0.135637,,,0.135637
loan2,2,ips,learning_rate:0.03,epsilon:0:ips,0.181016,,,0.181016
loan2,2,mtr,learning_rate:0.03,epsilon:0:mtr,0.134657,,,0.134657
loan2,2,dr,learning_rate:0.1,epsilon:0:dr,0.131637,,,0.131637
loan2,2,ips,learning_rate:0.1,epsilon:0:ips,0.184736,,,0.184736
loan2,2,mtr,learning_rate:0.1,epsilon:0:mtr,0.138997,,,0.138997
loan2,2,dr,learning_rate:0.3,epsilon:0:dr,0.129657,,,0.129657
loan2,2,ips,learning_rate:0.3,epsilon:0:ips,0.193936,,,0.193936
loan2,2,mtr,learning_rate:0.3,epsilon:0:mtr,0.147077,,,0.147077
loan2,2,dr,learning_rate:1.0,epsilon:0:dr,0.126817,,,0.126817
loan2,2,ips,learning_rate:1.0,epsilon:0:ips,0.209816,,,0.209816
loan2,2,mtr,learning_rate:1.0,epsilon:0:mtr,0.127457,,,0.127457
loan2,2,dr,learning_rate:3.0,epsilon:0:dr,0.126997,,,0.126997
loan2,2,ips,learning_rate:3.0,epsilon:0:ips,0.222116,,,0.222116
loan2,2,mtr,learning_rate:3.0,epsilon:0:mtr,0.126657,,,0.126657
loan2,2,dr,learning_rate:10.0,epsilon:0:dr,0.128857,,,0.128857
loan2,2,ips,learning_rate:10.0,epsilon:0:ips,0.232995,,,0.232995
loan2,2,mtr,learning_rate:10.0,epsilon:0:mtr,0.128257,,,0.128257
loan2,2,dr,learning_rate:0.001,epsilon:0.02:dr,0.201816,,,0.201816
loan2,2,ips,learning_rate:0.001,epsilon:0.02:ips,0.203376,,,0.203376
loan2,2,mtr,learning_rate:0.001,epsilon:0.02:mtr,0.199636,,,0.199636
loan2,2,dr,learning_rate:0.003,epsilon:0.02:dr,0.201696,,,0.201696
loan2,2,ips,learning_rate:0.003,epsilon:0.02:ips,0.201196,,,0.201196
loan2,2,mtr,learning_rate:0.003,epsilon:0.02:mtr,0.199196,,,0.199196
loan2,2,dr,learning_rate:0.01,epsilon:0.02:dr,0.199156,,,0.199156
loan2,2,ips,learning_rate:0.01,epsilon:0.02:ips,0.199456,,,0.199456
loan2,2,mtr,learning_rate:0.01,epsilon:0.02:mtr,0.199436,,,0.199436
loan2,2,dr,learning_rate:0.03,epsilon:0.02:dr,0.199136,,,0.199136
loan2,2,ips,learning_rate:0.03,epsilon:0.02:ips,0.199176,,,0.199176
loan2,2,mtr,learning_rate:0.03,epsilon:0.02:mtr,0.199116,,,0.199116
loan2,2,dr,learning_rate:0.1,epsilon:0.02:dr,0.188776,,,0.188776
loan2,2,ips,learning_rate:0.1,epsilon:0.02:ips,0.194256,,,0.194256
loan2,2,mtr,learning_rate:0.1,epsilon:0.02:mtr,0.170417,,,0.170417
loan2,2,dr,learning_rate:0.3,epsilon:0.02:dr,0.166637,,,0.166637
loan2,2,ips,learning_rate:0.3,epsilon:0.02:ips,0.161697,,,0.161697
loan2,2,mtr,learning_rate:0.3,epsilon:0.02:mtr,0.153557,,,0.153557
loan2,2,dr,learning_rate:1.0,epsilon:0.02:dr,0.152437,,,0.152437
loan2,2,ips,learning_rate:1.0,epsilon:0.02:ips,0.155077,,,0.155077
loan2,2,mtr,learning_rate:1.0,epsilon:0.02:mtr,0.142437,,,0.142437
loan2,2,dr,learning_rate:3.0,epsilon:0.02:dr,0.161497,,,0.161497
loan2,2,ips,learning_rate:3.0,epsilon:0.02:ips,0.177256,,,0.177256
loan2,2,mtr,learning_rate:3.0,epsilon:0.02:mtr,0.136897,,,0.136897
loan2,2,dr,learning_rate:10.0,epsilon:0.02:dr,0.168637,,,0.168637
loan2,2,ips,learning_rate:10.0,epsilon:0.02:ips,0.191256,,,0.191256
loan2,2,mtr,learning_rate:10.0,epsilon:0.02:mtr,0.138317,,,0.138317
loan2,2,dr,learning_rate:0.001,epsilon:0.05:dr,0.211556,,,0.211556
loan2,2,ips,learning_rate:0.001,epsilon:0.05:ips,0.223396,,,0.223396
loan2,2,mtr,learning_rate:0.001,epsilon:0.05:mtr,0.208516,,,0.208516
loan2,2,dr,learning_rate:0.003,epsilon:0.05:dr,0.209736,,,0.209736
loan2,2,ips,learning_rate:0.003,epsilon:0.05:ips,0.210296,,,0.210296
loan2,2,mtr,learning_rate:0.003,epsilon:0.05:mtr,0.208496,,,0.208496
loan2,2,dr,learning_rate:0.01,epsilon:0.05:dr,0.208436,,,0.208436
loan2,2,ips,learning_rate:0.01,epsilon:0.05:ips,0.208536,,,0.208536
loan2,2,mtr,learning_rate:0.01,epsilon:0.05:mtr,0.208516,,,0.208516
loan2,2,dr,learning_rate:0.03,epsilon:0.05:dr,0.208436,,,0.208436
loan2,2,ips,learning_rate:0.03,epsilon:0.05:ips,0.208496,,,0.208496
loan2,2,mtr,learning_rate:0.03,epsilon:0.05:mtr,0.208176,,,0.208176
loan2,2,dr,learning_rate:0.1,epsilon:0.05:dr,0.188976,,,0.188976
loan2,2,ips,learning_rate:0.1,epsilon:0.05:ips,0.199516,,,0.199516
loan2,2,mtr,learning_rate:0.1,epsilon:0.05:mtr,0.171677,,,0.171677
loan2,2,dr,learning_rate:0.3,epsilon:0.05:dr,0.152117,,,0.152117
loan2,2,ips,learning_rate:0.3,epsilon:0.05:ips,0.160037,,,0.160037
loan2,2,mtr,learning_rate:0.3,epsilon:0.05:mtr,0.155757,,,0.155757
loan2,2,dr,learning_rate:1.0,epsilon:0.05:dr,0.156037,,,0.156037
loan2,2,ips,learning_rate:1.0,epsilon:0.05:ips,0.162757,,,0.162757
loan2,2,mtr,learning_rate:1.0,epsilon:0.05:mtr,0.154597,,,0.154597
loan2,2,dr,learning_rate:3.0,epsilon:0.05:dr,0.165057,,,0.165057
loan2,2,ips,learning_rate:3.0,epsilon:0.05:ips,0.182436,,,0.182436
loan2,2,mtr,learning_rate:3.0,epsilon:0.05:mtr,0.150097,,,0.150097
loan2,2,dr,learning_rate:10.0,epsilon:0.05:dr,0.174037,,,0.174037
loan2,2,ips,learning_rate:10.0,epsilon:0.05:ips,0.196696,,,0.196696
loan2,2,mtr,learning_rate:10.0,epsilon:0.05:mtr,0.150317,,,0.150317
loan2,2,dr,learning_rate:0.001,epsilon:0.1:dr,0.225055,,,0.225055
loan2,2,ips,learning_rate:0.001,epsilon:0.1:ips,0.225455,,,0.225455
loan2,2,mtr,learning_rate:0.001,epsilon:0.1:mtr,0.223676,,,0.223676
loan2,2,dr,learning_rate:0.003,epsilon:0.1:dr,0.223676,,,0.223676
loan2,2,ips,learning_rate:0.003,epsilon:0.1:ips,0.224836,,,0.224836
loan2,2,mtr,learning_rate:0.003,epsilon:0.1:mtr,0.223656,,,0.223656
loan2,2,dr,learning_rate:0.01,epsilon:0.1:dr,0.223616,,,0.223616
loan2,2,ips,learning_rate:0.01,epsilon:0.1:ips,0.223676,,,0.223676
loan2,2,mtr,learning_rate:0.01,epsilon:0.1:mtr,0.223656,,,0.223656
loan2,2,dr,learning_rate:0.03,epsilon:0.1:dr,0.223616,,,0.223616
loan2,2,ips,learning_rate:0.03,epsilon:0.1:ips,0.223636,,,0.223636
loan2,2,mtr,learning_rate:0.03,epsilon:0.1:mtr,0.223656,,,0.223656
loan2,2,dr,learning_rate:0.1,epsilon:0.1:dr,0.192656,,,0.192656
loan2,2,ips,learning_rate:0.1,epsilon:0.1:ips,0.210616,,,0.210616
loan2,2,mtr,learning_rate:0.1,epsilon:0.1:mtr,0.179936,,,0.179936
loan2,2,dr,learning_rate:0.3,epsilon:0.1:dr,0.167717,,,0.167717
loan2,2,ips,learning_rate:0.3,epsilon:0.1:ips,0.173697,,,0.173697
loan2,2,mtr,learning_rate:0.3,epsilon:0.1:mtr,0.170857,,,0.170857
loan2,2,dr,learning_rate:1.0,epsilon:0.1:dr,0.169757,,,0.169757
loan2,2,ips,learning_rate:1.0,epsilon:0.1:ips,0.179236,,,0.179236
loan2,2,mtr,learning_rate:1.0,epsilon:0.1:mtr,0.172057,,,0.172057
loan2,2,dr,learning_rate:3.0,epsilon:0.1:dr,0.175876,,,0.175876
loan2,2,ips,learning_rate:3.0,epsilon:0.1:ips,0.190856,,,0.190856
loan2,2,mtr,learning_rate:3.0,epsilon:0.1:mtr,0.170757,,,0.170757
loan2,2,dr,learning_rate:10.0,epsilon:0.1:dr,0.190056,,,0.190056
loan2,2,ips,learning_rate:10.0,epsilon:0.1:ips,0.203016,,,0.203016
loan2,2,mtr,learning_rate:10.0,epsilon:0.1:mtr,0.170117,,,0.170117
loan2,2,dr,learning_rate:0.001,bag:2:dr,0.154437,,,0.154437
loan2,2,ips,learning_rate:0.001,bag:2:ips,0.205736,,,0.205736
loan2,2,mtr,learning_rate:0.001,bag:2:mtr,0.194976,,,0.194976
loan2,2,dr,learning_rate:0.003,bag:2:dr,0.164717,,,0.164717
loan2,2,ips,learning_rate:0.003,bag:2:ips,0.178256,,,0.178256
loan2,2,mtr,learning_rate:0.003,bag:2:mtr,0.177256,,,0.177256
loan2,2,dr,learning_rate:0.01,bag:2:dr,0.162777,,,0.162777
loan2,2,ips,learning_rate:0.01,bag:2:ips,0.170797,,,0.170797
loan2,2,mtr,learning_rate:0.01,bag:2:mtr,0.153177,,,0.153177
loan2,2,dr,learning_rate:0.03,bag:2:dr,0.181656,,,0.181656
loan2,2,ips,learning_rate:0.03,bag:2:ips,0.171317,,,0.171317
loan2,2,mtr,learning_rate:0.03,bag:2:mtr,0.156377,,,0.156377
loan2,2,dr,learning_rate:0.1,bag:2:dr,0.148917,,,0.148917
loan2,2,ips,learning_rate:0.1,bag:2:ips,0.178336,,,0.178336
loan2,2,mtr,learning_rate:0.1,bag:2:mtr,0.149957,,,0.149957
loan2,2,dr,learning_rate:0.3,bag:2:dr,0.135857,,,0.135857
loan2,2,ips,learning_rate:0.3,bag:2:ips,0.191196,,,0.191196
loan2,2,mtr,learning_rate:0.3,bag:2:mtr,0.140077,,,0.140077
loan2,2,dr,learning_rate:1.0,bag:2:dr,0.130137,,,0.130137
loan2,2,ips,learning_rate:1.0,bag:2:ips,0.208636,,,0.208636
loan2,2,mtr,learning_rate:1.0,bag:2:mtr,0.129917,,,0.129917
loan2,2,dr,learning_rate:3.0,bag:2:dr,0.129557,,,0.129557
loan2,2,ips,learning_rate:3.0,bag:2:ips,0.224276,,,0.224276
loan2,2,mtr,learning_rate:3.0,bag:2:mtr,0.129277,,,0.129277
loan2,2,dr,learning_rate:10.0,bag:2:dr,0.135017,,,0.135017
loan2,2,ips,learning_rate:10.0,bag:2:ips,0.234695,,,0.234695
loan2,2,mtr,learning_rate:10.0,bag:2:mtr,0.132817,,,0.132817
loan2,2,dr,learning_rate:0.001,bag:4:dr,0.193896,,,0.193896
loan2,2,ips,learning_rate:0.001,bag:4:ips,0.183116,,,0.183116
loan2,2,mtr,learning_rate:0.001,bag:4:mtr,0.194376,,,0.194376
loan2,2,dr,learning_rate:0.003,bag:4:dr,0.180176,,,0.180176
loan2,2,ips,learning_rate:0.003,bag:4:ips,0.159857,,,0.159857
loan2,2,mtr,learning_rate:0.003,bag:4:mtr,0.184636,,,0.184636
loan2,2,dr,learning_rate:0.01,bag:4:dr,0.189556,,,0.189556
loan2,2,ips,learning_rate:0.01,bag:4:ips,0.158957,,,0.158957
loan2,2,mtr,learning_rate:0.01,bag:4:mtr,0.176436,,,0.176436
loan2,2,dr,learning_rate:0.03,bag:4:dr,0.184656,,,0.184656
loan2,2,ips,learning_rate:0.03,bag:4:ips,0.159237,,,0.159237
loan2,2,mtr,learning_rate:0.03,bag:4:mtr,0.150057,,,0.150057
loan2,2,dr,learning_rate:0.1,bag:4:dr,0.138657,,,0.138657
loan2,2,ips,learning_rate:0.1,bag:4:ips,0.165057,,,0.165057
loan2,2,mtr,learning_rate:0.1,bag:4:mtr,0.169277,,,0.169277
loan2,2,dr,learning_rate:0.3,bag:4:dr,0.131397,,,0.131397
loan2,2,ips,learning_rate:0.3,bag:4:ips,0.177876,,,0.177876
loan2,2,mtr,learning_rate:0.3,bag:4:mtr,0.138637,,,0.138637
loan2,2,dr,learning_rate:1.0,bag:4:dr,0.129057,,,0.129057
loan2,2,ips,learning_rate:1.0,bag:4:ips,0.192836,,,0.192836
loan2,2,mtr,learning_rate:1.0,bag:4:mtr,0.131597,,,0.131597
loan2,2,dr,learning_rate:3.0,bag:4:dr,0.130337,,,0.130337
loan2,2,ips,learning_rate:3.0,bag:4:ips,0.212336,,,0.212336
loan2,2,mtr,learning_rate:3.0,bag:4:mtr,0.128977,,,0.128977
loan2,2,dr,learning_rate:10.0,bag:4:dr,0.137717,,,0.137717
loan2,2,ips,learning_rate:10.0,bag:4:ips,0.229215,,,0.229215
loan2,2,mtr,learning_rate:10.0,bag:4:mtr,0.134937,,,0.134937
loan2,2,dr,learning_rate:0.001,bag:8:dr,0.194296,,,0.194296
loan2,2,ips,learning_rate:0.001,bag:8:ips,0.191376,,,0.191376
loan2,2,mtr,learning_rate:0.001,bag:8:mtr,0.190216,,,0.190216
loan2,2,dr,learning_rate:0.003,bag:8:dr,0.193416,,,0.193416
loan2,2,ips,learning_rate:0.003,bag:8:ips,0.164457,,,0.164457
loan2,2,mtr,learning_rate:0.003,bag:8:mtr,0.181256,,,0.181256
loan2,2,dr,learning_rate:0.01,bag:8:dr,0.190456,,,0.190456
loan2,2,ips,learning_rate:0.01,bag:8:ips,0.159137,,,0.159137
loan2,2,mtr,learning_rate:0.01,bag:8:mtr,0.169477,,,0.169477
loan2,2,dr,learning_rate:0.03,bag:8:dr,0.163317,,,0.163317
loan2,2,ips,learning_rate:0.03,bag:8:ips,0.156877,,,0.156877
loan2,2,mtr,learning_rate:0.03,bag:8:mtr,0.166477,,,0.166477
loan2,2,dr,learning_rate:0.1,bag:8:dr,0.140857,,,0.140857
loan2,2,ips,learning_rate:0.1,bag:8:ips,0.155877,,,0.155877
loan2,2,mtr,learning_rate:0.1,bag:8:mtr,0.174637,,,0.174637
loan2,2,dr,learning_rate:0.3,bag:8:dr,0.134397,,,0.134397
loan2,2,ips,learning_rate:0.3,bag:8:ips,0.163797,,,0.163797
loan2,2,mtr,learning_rate:0.3,bag:8:mtr,0.140537,,,0.140537
loan2,2,dr,learning_rate:1.0,bag:8:dr,0.129037,,,0.129037
loan2,2,ips,learning_rate:1.0,bag:8:ips,0.182156,,,0.182156
loan2,2,mtr,learning_rate:1.0,bag:8:mtr,0.131757,,,0.131757
loan2,2,dr,learning_rate:3.0,bag:8:dr,0.130457,,,0.130457
loan2,2,ips,learning_rate:3.0,bag:8:ips,0.200176,,,0.200176
loan2,2,mtr,learning_rate:3.0,bag:8:mtr,0.129617,,,0.129617
loan2,2,dr,learning_rate:10.0,bag:8:dr,0.138137,,,0.138137
loan2,2,ips,learning_rate:10.0,bag:8:ips,0.219576,,,0.219576
loan2,2,mtr,learning_rate:10.0,bag:8:mtr,0.134337,,,0.134337
loan2,2,dr,learning_rate:0.001,bag:16:dr,0.194916,,,0.194916
loan2,2,ips,learning_rate:0.001,bag:16:ips,0.197256,,,0.197256
loan2,2,mtr,learning_rate:0.001,bag:16:mtr,0.193556,,,0.193556
loan2,2,dr,learning_rate:0.003,bag:16:dr,0.193636,,,0.193636
loan2,2,ips,learning_rate:0.003,bag:16:ips,0.176396,,,0.176396
loan2,2,mtr,learning_rate:0.003,bag:16:mtr,0.192876,,,0.192876
loan2,2,dr,learning_rate:0.01,bag:16:dr,0.193156,,,0.193156
loan2,2,ips,learning_rate:0.01,bag:16:ips,0.169177,,,0.169177
loan2,2,mtr,learning_rate:0.01,bag:16:mtr,0.189316,,,0.189316
loan2,2,dr,learning_rate:0.03,bag:16:dr,0.190756,,,0.190756
loan2,2,ips,learning_rate:0.03,bag:16:ips,0.162117,,,0.162117
loan2,2,mtr,learning_rate:0.03,bag:16:mtr,0.192976,,,0.192976
loan2,2,dr,learning_rate:0.1,bag:16:dr,0.137237,,,0.137237
loan2,2,ips,learning_rate:0.1,bag:16:ips,0.154577,,,0.154577
loan2,2,mtr,learning_rate:0.1,bag:16:mtr,0.145637,,,0.145637
loan2,2,dr,learning_rate:0.3,bag:16:dr,0.132597,,,0.132597
loan2,2,ips,learning_rate:0.3,bag:16:ips,0.157817,,,0.157817
loan2,2,mtr,learning_rate:0.3,bag:16:mtr,0.136357,,,0.136357
loan2,2,dr,learning_rate:1.0,bag:16:dr,0.129617,,,0.129617
loan2,2,ips,learning_rate:1.0,bag:16:ips,0.173977,,,0.173977
loan2,2,mtr,learning_rate:1.0,bag:16:mtr,0.129497,,,0.129497
loan2,2,dr,learning_rate:3.0,bag:16:dr,0.131397,,,0.131397
loan2,2,ips,learning_rate:3.0,bag:16:ips,0.192616,,,0.192616
loan2,2,mtr,learning_rate:3.0,bag:16:mtr,0.129997,,,0.129997
loan2,2,dr,learning_rate:10.0,bag:16:dr,0.140057,,,0.140057
loan2,2,ips,learning_rate:10.0,bag:16:ips,0.212076,,,0.212076
loan2,2,mtr,learning_rate:10.0,bag:16:mtr,0.135517,,,0.135517
loan2,2,dr,learning_rate:0.001,bag:2:greedify:dr,0.167337,,,0.167337
loan2,2,ips,learning_rate:0.001,bag:2:greedify:ips,0.181436,,,0.181436
loan2,2,mtr,learning_rate:0.001,bag:2:greedify:mtr,0.196656,,,0.196656
loan2,2,dr,learning_rate:0.003,bag:2:greedify:dr,0.145777,,,0.145777
loan2,2,ips,learning_rate:0.003,bag:2:greedify:ips,0.168857,,,0.168857
loan2,2,mtr,learning_rate:0.003,bag:2:greedify:mtr,0.175156,,,0.175156
loan2,2,dr,learning_rate:0.01,bag:2:greedify:dr,0.142677,,,0.142677
loan2,2,ips,learning_rate:0.01,bag:2:greedify:ips,0.167337,,,0.167337
loan2,2,mtr,learning_rate:0.01,bag:2:greedify:mtr,0.147737,,,0.147737
loan2,2,dr,learning_rate:0.03,bag:2:greedify:dr,0.142497,,,0.142497
loan2,2,ips,learning_rate:0.03,bag:2:greedify:ips,0.167437,,,0.167437
loan2,2,mtr,learning_rate:0.03,bag:2:greedify:mtr,0.140117,,,0.140117
loan2,2,dr,learning_rate:0.1,bag:2:greedify:dr,0.142157,,,0.142157
loan2,2,ips,learning_rate:0.1,bag:2:greedify:ips,0.173657,,,0.173657
loan2,2,mtr,learning_rate:0.1,bag:2:greedify:mtr,0.138017,,,0.138017
loan2,2,dr,learning_rate:0.3,bag:2:greedify:dr,0.134737,,,0.134737
loan2,2,ips,learning_rate:0.3,bag:2:greedify:ips,0.185156,,,0.185156
loan2,2,mtr,learning_rate:0.3,bag:2:greedify:mtr,0.146957,,,0.146957
loan2,2,dr,learning_rate:1.0,bag:2:greedify:dr,0.130337,,,0.130337
loan2,2,ips,learning_rate:1.0,bag:2:greedify:ips,0.198356,,,0.198356
loan2,2,mtr,learning_rate:1.0,bag:2:greedify:mtr,0.130637,,,0.130637
loan2,2,dr,learning_rate:3.0,bag:2:greedify:dr,0.127697,,,0.127697
loan2,2,ips,learning_rate:3.0,bag:2:greedify:ips,0.216436,,,0.216436
loan2,2,mtr,learning_rate:3.0,bag:2:greedify:mtr,0.127777,,,0.127777
loan2,2,dr,learning_rate:10.0,bag:2:greedify:dr,0.132057,,,0.132057
loan2,2,ips,learning_rate:10.0,bag:2:greedify:ips,0.229935,,,0.229935
loan2,2,mtr,learning_rate:10.0,bag:2:greedify:mtr,0.130517,,,0.130517
loan2,2,dr,learning_rate:0.001,bag:4:greedify:dr,0.183516,,,0.183516
loan2,2,ips,learning_rate:0.001,bag:4:greedify:ips,0.178276,,,0.178276
loan2,2,mtr,learning_rate:0.001,bag:4:greedify:mtr,0.191936,,,0.191936
loan2,2,dr,learning_rate:0.003,bag:4:greedify:dr,0.172457,,,0.172457
loan2,2,ips,learning_rate:0.003,bag:4:greedify:ips,0.161977,,,0.161977
loan2,2,mtr,learning_rate:0.003,bag:4:greedify:mtr,0.184836,,,0.184836
loan2,2,dr,learning_rate:0.01,bag:4:greedify:dr,0.153637,,,0.153637
loan2,2,ips,learning_rate:0.01,bag:4:greedify:ips,0.157897,,,0.157897
loan2,2,mtr,learning_rate:0.01,bag:4:greedify:mtr,0.171517,,,0.171517
loan2,2,dr,learning_rate:0.03,bag:4:greedify:dr,0.192916,,,0.192916
loan2,2,ips,learning_rate:0.03,bag:4:greedify:ips,0.157597,,,0.157597
loan2,2,mtr,learning_rate:0.03,bag:4:greedify:mtr,0.151497,,,0.151497
loan2,2,dr,learning_rate:0.1,bag:4:greedify:dr,0.142617,,,0.142617
loan2,2,ips,learning_rate:0.1,bag:4:greedify:ips,0.162437,,,0.162437
loan2,2,mtr,learning_rate:0.1,bag:4:greedify:mtr,0.141417,,,0.141417
loan2,2,dr,learning_rate:0.3,bag:4:greedify:dr,0.136157,,,0.136157
loan2,2,ips,learning_rate:0.3,bag:4:greedify:ips,0.174177,,,0.174177
loan2,2,mtr,learning_rate:0.3,bag:4:greedify:mtr,0.135837,,,0.135837
loan2,2,dr,learning_rate:1.0,bag:4:greedify:dr,0.129497,,,0.129497
loan2,2,ips,learning_rate:1.0,bag:4:greedify:ips,0.190136,,,0.190136
loan2,2,mtr,learning_rate:1.0,bag:4:greedify:mtr,0.127937,,,0.127937
loan2,2,dr,learning_rate:3.0,bag:4:greedify:dr,0.129117,,,0.129117
loan2,2,ips,learning_rate:3.0,bag:4:greedify:ips,0.209856,,,0.209856
loan2,2,mtr,learning_rate:3.0,bag:4:greedify:mtr,0.128937,,,0.128937
loan2,2,dr,learning_rate:10.0,bag:4:greedify:dr,0.134717,,,0.134717
loan2,2,ips,learning_rate:10.0,bag:4:greedify:ips,0.224576,,,0.224576
loan2,2,mtr,learning_rate:10.0,bag:4:greedify:mtr,0.132057,,,0.132057
loan2,2,dr,learning_rate:0.001,bag:8:greedify:dr,0.194316,,,0.194316
loan2,2,ips,learning_rate:0.001,bag:8:greedify:ips,0.186456,,,0.186456
loan2,2,mtr,learning_rate:0.001,bag:8:greedify:mtr,0.189296,,,0.189296
loan2,2,dr,learning_rate:0.003,bag:8:greedify:dr,0.186916,,,0.186916
loan2,2,ips,learning_rate:0.003,bag:8:greedify:ips,0.162437,,,0.162437
loan2,2,mtr,learning_rate:0.003,bag:8:greedify:mtr,0.184716,,,0.184716
loan2,2,dr,learning_rate:0.01,bag:8:greedify:dr,0.177336,,,0.177336
loan2,2,ips,learning_rate:0.01,bag:8:greedify:ips,0.159917,,,0.159917
loan2,2,mtr,learning_rate:0.01,bag:8:greedify:mtr,0.186516,,,0.186516
loan2,2,dr,learning_rate:0.03,bag:8:greedify:dr,0.192976,,,0.192976
loan2,2,ips,learning_rate:0.03,bag:8:greedify:ips,0.157757,,,0.157757
loan2,2,mtr,learning_rate:0.03,bag:8:greedify:mtr,0.161677,,,0.161677
loan2,2,dr,learning_rate:0.1,bag:8:greedify:dr,0.157777,,,0.157777
loan2,2,ips,learning_rate:0.1,bag:8:greedify:ips,0.155077,,,0.155077
loan2,2,mtr,learning_rate:0.1,bag:8:greedify:mtr,0.139637,,,0.139637
loan2,2,dr,learning_rate:0.3,bag:8:greedify:dr,0.132877,,,0.132877
loan2,2,ips,learning_rate:0.3,bag:8:greedify:ips,0.163137,,,0.163137
loan2,2,mtr,learning_rate:0.3,bag:8:greedify:mtr,0.136617,,,0.136617
loan2,2,dr,learning_rate:1.0,bag:8:greedify:dr,0.129677,,,0.129677
loan2,2,ips,learning_rate:1.0,bag:8:greedify:ips,0.181616,,,0.181616
loan2,2,mtr,learning_rate:1.0,bag:8:greedify:mtr,0.132397,,,0.132397
loan2,2,dr,learning_rate:3.0,bag:8:greedify:dr,0.131017,,,0.131017
loan2,2,ips,learning_rate:3.0,bag:8:greedify:ips,0.199196,,,0.199196
loan2,2,mtr,learning_rate:3.0,bag:8:greedify:mtr,0.130497,,,0.130497
loan2,2,dr,learning_rate:10.0,bag:8:greedify:dr,0.137997,,,0.137997
loan2,2,ips,learning_rate:10.0,bag:8:greedify:ips,0.218496,,,0.218496
loan2,2,mtr,learning_rate:10.0,bag:8:greedify:mtr,0.133737,,,0.133737
loan2,2,dr,learning_rate:0.001,bag:16:greedify:dr,0.195216,,,0.195216
