,ds,na,cb_type,lr,algo,loss,sz,nf,rawloss
2537,12,10,mtr,learning_rate:10.0,cover:4:psi:0.01:mtr,0.7255,2000,216,0.7255
11112,8,2,ips,learning_rate:0.001,cover:16:psi:0:nounif:ips,0.011594,345,6,0.011594
8664,3,2,ips,learning_rate:0.03,cover:1:nounif:ips,0.174906,3196,36,0.174906
8540,3,2,dr,learning_rate:3.0,bag:2:greedify:dr,0.224969,3196,36,0.224969
1196,11,3,mtr,learning_rate:0.3,bag:4:mtr,0.1232,625,4,0.1232
9453,6,26,ips,learning_rate:10.0,epsilon:0.1:ips,0.943,20000,16,0.943
1730,11,3,mtr,learning_rate:0.03,cover:8:psi:0.01:nounif:mtr,0.1952,625,4,0.1952
11113,8,2,mtr,learning_rate:0.001,cover:16:psi:0:nounif:mtr,0.011594,345,6,0.011594
6322,20,10,mtr,learning_rate:10.0,epsilon:0.05:mtr,0.654,2000,240,0.654
10500,8,2,ips,learning_rate:0.03,bag:8:ips,0.057971,345,6,0.057971
258,10,4,dr,learning_rate:0.3,bag:4:greedify:dr,0.114865,148,18,0.114865
5208,18,10,dr,learning_rate:10.0,epsilon:0:dr,0.79,2000,6,0.79
3343,14,10,ips,learning_rate:0.1,bag:2:greedify:ips,0.8855,2000,76,0.8855
11093,8,2,dr,learning_rate:0.03,cover:16:psi:0:dr,0.072464,345,6,0.072464
11283,8,2,ips,learning_rate:0.03,cover:16:psi:1.0:nounif:ips,0.156522,345,6,0.156522
9508,6,26,mtr,learning_rate:10.0,bag:4:mtr,0.7656,20000,16,0.7656
1543,11,3,ips,learning_rate:0.1,cover:4:psi:0.1:ips,0.2608,625,4,0.2608
6801,20,10,ips,learning_rate:1.0,cover:4:psi:1.0:ips,0.788,2000,240,0.788
7234,20,10,mtr,learning_rate:1.0,cover:16:psi:1.0:mtr,0.7975,2000,240,0.7975
10592,8,2,dr,learning_rate:3.0,bag:4:greedify:dr,0.028986,345,6,0.028986
4488,16,10,dr,learning_rate:0.3,cover:1:dr,0.888,2000,64,0.888
3734,14,10,mtr,learning_rate:10.0,cover:8:psi:0:mtr,0.8865,2000,76,0.8865
10355,8,2,dr,learning_rate:0.001,epsilon:0.02:dr,0.023188,345,6,0.023188
2855,12,10,mtr,learning_rate:1.0,cover:8:psi:1.0:mtr,0.778,2000,216,0.778
5470,18,10,ips,learning_rate:0.3,bag:8:greedify:ips,0.8375,2000,6,0.8375
8594,3,2,dr,learning_rate:3.0,bag:8:greedify:dr,0.228098,3196,36,0.228098
4040,14,10,mtr,learning_rate:0.01,cover:16:psi:0.1:mtr,0.8785,2000,76,0.8785
6797,20,10,dr,learning_rate:0.3,cover:4:psi:1.0:dr,0.7635,2000,240,0.7635
3327,14,10,dr,learning_rate:10.0,bag:16:dr,0.868,2000,76,0.868
10129,6,26,mtr,learning_rate:10.0,cover:16:psi:0:mtr,0.9371,20000,16,0.9371
1712,11,3,mtr,learning_rate:1.0,cover:8:psi:0.01:mtr,0.2448,625,4,0.2448
2341,12,10,ips,learning_rate:1.0,bag:4:greedify:ips,0.753,2000,216,0.753
847,10,4,ips,learning_rate:0.03,cover:16:psi:0:nounif:ips,0.182432,148,18,0.182432
7347,21,4,ips,learning_rate:0.3,epsilon:0.05:ips,0.226852,1728,6,0.226852
6012,18,10,dr,learning_rate:1.0,cover:16:psi:0:dr,0.7875,2000,6,0.7875
3045,12,10,dr,learning_rate:3.0,cover:16:psi:0.1:nounif:dr,0.4785,2000,216,0.4785
9295,3,2,mtr,learning_rate:1.0,cover:16:psi:1.0:mtr,0.286608,3196,36,0.286608
2290,12,10,ips,learning_rate:3.0,bag:16:ips,0.794,2000,216,0.794
6988,20,10,mtr,learning_rate:0.3,cover:8:psi:0.1:nounif:mtr,0.8115,2000,240,0.8115
11111,8,2,dr,learning_rate:0.001,cover:16:psi:0:nounif:dr,0.014493,345,6,0.014493
1278,11,3,dr,learning_rate:1.0,bag:2:greedify:dr,0.1264,625,4,0.1264
323,10,4,mtr,learning_rate:10.0,bag:16:greedify:mtr,0.297297,148,18,0.297297
11045,8,2,dr,learning_rate:0.3,cover:8:psi:1.0:dr,0.101449,345,6,0.101449
6060,18,10,dr,learning_rate:0.1,cover:16:psi:0.01:dr,0.853,2000,6,0.853
1597,11,3,ips,learning_rate:0.1,cover:4:psi:1.0:ips,0.3008,625,4,0.3008
5048,16,10,mtr,learning_rate:0.01,cover:16:psi:0.01:nounif:mtr,0.8705,2000,64,0.8705
4834,16,10,ips,learning_rate:0.03,cover:8:psi:0.01:nounif:ips,0.8675,2000,64,0.8675
7591,21,4,mtr,learning_rate:0.3,bag:16:greedify:mtr,0.097801,1728,6,0.097801
1841,11,3,mtr,learning_rate:0.1,cover:8:psi:1.0:nounif:mtr,0.3744,625,4,0.3744
7352,21,4,dr,learning_rate:3.0,epsilon:0.05:dr,0.210648,1728,6,0.210648
117,10,4,dr,learning_rate:0.03,bag:2:dr,0.418919,148,18,0.418919
421,10,4,ips,learning_rate:0.3,cover:4:psi:0:nounif:ips,0.182432,148,18,0.182432
6827,20,10,dr,learning_rate:1.0,cover:4:psi:1.0:nounif:dr,0.656,2000,240,0.656
6290,20,10,dr,learning_rate:3.0,epsilon:0.02:dr,0.7885,2000,240,0.7885
10093,6,26,mtr,learning_rate:0.3,cover:8:psi:1.0:nounif:mtr,0.9484,20000,16,0.9484
8183,21,4,dr,learning_rate:0.3,cover:16:psi:0.01:nounif:dr,0.097222,1728,6,0.097222
1498,11,3,ips,learning_rate:3.0,cover:4:psi:0.01:ips,0.2288,625,4,0.2288
8985,3,2,ips,learning_rate:0.01,cover:8:psi:0.01:nounif:ips,0.176158,3196,36,0.176158
11284,8,2,mtr,learning_rate:0.03,cover:16:psi:1.0:nounif:mtr,0.13913,345,6,0.13913
2263,12,10,ips,learning_rate:3.0,bag:8:ips,0.7985,2000,216,0.7985
4435,16,10,ips,learning_rate:0.3,bag:8:greedify:ips,0.885,2000,64,0.885
180,10,4,dr,learning_rate:1.0,bag:8:dr,0.209459,148,18,0.209459
6181,18,10,ips,learning_rate:10.0,cover:16:psi:1.0:ips,0.8415,2000,6,0.8415
1602,11,3,dr,learning_rate:1.0,cover:4:psi:1.0:dr,0.2224,625,4,0.2224
7314,21,4,ips,learning_rate:0.03,epsilon:0.02:ips,0.198495,1728,6,0.198495
1058,11,3,mtr,learning_rate:0.1,epsilon:0:mtr,0.128,625,4,0.128
4616,16,10,mtr,learning_rate:0.01,cover:4:psi:0.01:nounif:mtr,0.8745,2000,64,0.8745
3019,12,10,ips,learning_rate:3.0,cover:16:psi:0.1:ips,0.813,2000,216,0.813
7697,21,4,dr,learning_rate:0.3,cover:4:psi:0:nounif:dr,0.097222,1728,6,0.097222
77,10,4,mtr,learning_rate:3.0,epsilon:0.05:mtr,0.195946,148,18,0.195946
7626,21,4,ips,learning_rate:10.0,cover:1:ips,0.207755,1728,6,0.207755
10680,8,2,ips,learning_rate:0.001,cover:4:psi:0:nounif:ips,0.011594,345,6,0.011594
7889,21,4,dr,learning_rate:1.0,cover:8:psi:0:dr,0.219907,1728,6,0.219907
7489,21,4,mtr,learning_rate:3.0,bag:16:mtr,0.098958,1728,6,0.098958
7018,20,10,mtr,learning_rate:1.0,cover:8:psi:1.0:mtr,0.813,2000,240,0.813
672,10,4,dr,learning_rate:10.0,cover:8:psi:0.01:dr,0.297297,148,18,0.297297
2609,12,10,mtr,learning_rate:0.3,cover:4:psi:0.1:nounif:mtr,0.713,2000,216,0.713
6263,20,10,dr,learning_rate:3.0,epsilon:0:dr,0.6775,2000,240,0.6775
7294,21,4,mtr,learning_rate:0.3,epsilon:0:mtr,0.090856,1728,6,0.090856
3329,14,10,mtr,learning_rate:10.0,bag:16:mtr,0.8605,2000,76,0.8605
10402,8,2,mtr,learning_rate:1.0,epsilon:0.05:mtr,0.052174,345,6,0.052174
7964,21,4,dr,learning_rate:0.1,cover:8:psi:0.01:nounif:dr,0.097801,1728,6,0.097801
1875,11,3,dr,learning_rate:3.0,cover:16:psi:0:dr,0.1856,625,4,0.1856
4599,16,10,dr,learning_rate:1.0,cover:4:psi:0.01:dr,0.882,2000,64,0.882
8113,21,4,mtr,learning_rate:10.0,cover:16:psi:0:mtr,0.203704,1728,6,0.203704
10072,6,26,mtr,learning_rate:3.0,cover:8:psi:1.0:mtr,0.92485,20000,16,0.92485
3971,14,10,mtr,learning_rate:1.0,cover:16:psi:0:nounif:mtr,0.876,2000,76,0.876
1923,11,3,dr,learning_rate:0.3,cover:16:psi:0.01:dr,0.168,625,4,0.168
10794,8,2,ips,learning_rate:0.01,cover:4:psi:0.1:nounif:ips,0.04058,345,6,0.04058
10649,8,2,dr,learning_rate:10.0,bag:16:greedify:dr,0.031884,345,6,0.031884
1051,11,3,ips,learning_rate:0.01,epsilon:0:ips,0.1216,625,4,0.1216
7544,21,4,dr,learning_rate:10.0,bag:4:greedify:dr,0.090856,1728,6,0.090856
1009,10,4,ips,learning_rate:0.03,cover:16:psi:1.0:nounif:ips,0.466216,148,18,0.466216
10436,8,2,dr,learning_rate:0.001,bag:2:dr,0.031884,345,6,0.031884
5210,18,10,mtr,learning_rate:10.0,epsilon:0:mtr,0.772,2000,6,0.772
9616,6,26,mtr,learning_rate:10.0,bag:4:greedify:mtr,0.82695,20000,16,0.82695
5286,18,10,dr,learning_rate:3.0,epsilon:0.1:dr,0.808,2000,6,0.808
5046,16,10,dr,learning_rate:0.01,cover:16:psi:0.01:nounif:dr,0.88,2000,64,0.88
8567,3,2,dr,learning_rate:3.0,bag:4:greedify:dr,0.228098,3196,36,0.228098
8780,3,2,dr,learning_rate:1.0,cover:4:psi:0.01:nounif:dr,0.175219,3196,36,0.175219
289,10,4,ips,learning_rate:1.0,bag:8:greedify:ips,0.310811,148,18,0.310811
16,10,4,ips,learning_rate:0.3,epsilon:0:ips,0.182432,148,18,0.182432
1714,11,3,ips,learning_rate:3.0,cover:8:psi:0.01:ips,0.2288,625,4,0.2288
2695,12,10,ips,learning_rate:3.0,cover:8:psi:0:ips,0.806,2000,216,0.806
303,10,4,dr,learning_rate:0.01,bag:16:greedify:dr,0.391892,148,18,0.391892
5304,18,10,dr,learning_rate:0.1,bag:2:dr,0.6915,2000,6,0.6915
9775,6,26,mtr,learning_rate:3.0,cover:4:psi:0.01:nounif:mtr,0.9242,20000,16,0.9242
84,10,4,dr,learning_rate:0.003,epsilon:0.1:dr,0.263514,148,18,0.263514
6854,20,10,dr,learning_rate:1.0,cover:8:psi:0:dr,0.7765,2000,240,0.7765
6403,20,10,mtr,learning_rate:10.0,bag:4:mtr,0.7555,2000,240,0.7555
4934,16,10,mtr,learning_rate:0.001,cover:8:psi:1.0:nounif:mtr,0.882,2000,64,0.882
10896,8,2,ips,learning_rate:0.001,cover:8:psi:0:nounif:ips,0.011594,345,6,0.011594
7436,21,4,dr,learning_rate:10.0,bag:4:dr,0.102431,1728,6,0.102431
4889,16,10,mtr,learning_rate:0.03,cover:8:psi:0.1:nounif:mtr,0.8815,2000,64,0.8815
956,10,4,mtr,learning_rate:0.03,cover:16:psi:0.1:nounif:mtr,0.344595,148,18,0.344595
2802,12,10,dr,learning_rate:3.0,cover:8:psi:0.1:dr,0.7395,2000,216,0.7395
3788,14,10,mtr,learning_rate:10.0,cover:8:psi:0.01:mtr,0.885,2000,76,0.885
690,10,4,dr,learning_rate:0.3,cover:8:psi:0.01:nounif:dr,0.141892,148,18,0.141892
9099,3,2,ips,learning_rate:0.1,cover:8:psi:1.0:nounif:ips,0.283166,3196,36,0.283166
2745,12,10,dr,learning_rate:1.0,cover:8:psi:0.01:dr,0.713,2000,216,0.713
4400,16,10,mtr,learning_rate:0.01,bag:4:greedify:mtr,0.874,2000,64,0.874
265,10,4,ips,learning_rate:3.0,bag:4:greedify:ips,0.263514,148,18,0.263514
10642,8,2,mtr,learning_rate:0.3,bag:16:greedify:mtr,0.037681,345,6,0.037681
8121,21,4,ips,learning_rate:0.01,cover:16:psi:0:nounif:ips,0.155671,1728,6,0.155671
7950,21,4,ips,learning_rate:10.0,cover:8:psi:0.01:ips,0.204282,1728,6,0.204282
5287,18,10,ips,learning_rate:3.0,epsilon:0.1:ips,0.862,2000,6,0.862
8437,3,2,mtr,learning_rate:10.0,bag:2:mtr,0.229349,3196,36,0.229349
5952,18,10,dr,learning_rate:0.1,cover:8:psi:1.0:dr,0.8005,2000,6,0.8005
3856,14,10,ips,learning_rate:0.1,cover:8:psi:0.1:nounif:ips,0.87,2000,76,0.87
7487,21,4,dr,learning_rate:3.0,bag:16:dr,0.09375,1728,6,0.09375
3559,14,10,ips,learning_rate:0.1,cover:4:psi:0.01:ips,0.887,2000,76,0.887
3833,14,10,mtr,learning_rate:0.3,cover:8:psi:0.1:mtr,0.8745,2000,76,0.8745
8405,3,2,dr,learning_rate:3.0,epsilon:0.1:dr,0.256884,3196,36,0.256884
1203,11,3,dr,learning_rate:10.0,bag:4:dr,0.1584,625,4,0.1584
8725,3,2,mtr,learning_rate:0.3,cover:4:psi:0:nounif:mtr,0.201815,3196,36,0.201815
9573,6,26,ips,learning_rate:0.03,bag:2:greedify:ips,0.94645,20000,16,0.94645
10880,8,2,dr,learning_rate:0.1,cover:8:psi:0:dr,0.072464,345,6,0.072464
7686,21,4,ips,learning_rate:0.003,cover:4:psi:0:nounif:ips,0.156829,1728,6,0.156829
6029,18,10,mtr,learning_rate:0.01,cover:16:psi:0:nounif:mtr,0.806,2000,6,0.806
10262,6,26,dr,learning_rate:10.0,cover:16:psi:0.1:nounif:dr,0.76055,20000,16,0.76055
4838,16,10,mtr,learning_rate:0.1,cover:8:psi:0.01:nounif:mtr,0.881,2000,64,0.881
3528,14,10,dr,learning_rate:0.03,cover:4:psi:0:nounif:dr,0.846,2000,76,0.846
8888,3,2,dr,learning_rate:1.0,cover:4:psi:1.0:nounif:dr,0.223404,3196,36,0.223404
156,10,4,dr,learning_rate:3.0,bag:4:dr,0.256757,148,18,0.256757
9965,6,26,dr,learning_rate:10.0,cover:8:psi:0.01:dr,0.92325,20000,16,0.92325
6981,20,10,ips,learning_rate:0.03,cover:8:psi:0.1:nounif:ips,0.8035,2000,240,0.8035
1513,11,3,ips,learning_rate:0.03,cover:4:psi:0.01:nounif:ips,0.2,625,4,0.2
2302,12,10,ips,learning_rate:0.01,bag:2:greedify:ips,0.7265,2000,216,0.7265
7897,21,4,mtr,learning_rate:10.0,cover:8:psi:0:mtr,0.203704,1728,6,0.203704
8756,3,2,dr,learning_rate:3.0,cover:4:psi:0.01:dr,0.253129,3196,36,0.253129
5963,18,10,mtr,learning_rate:3.0,cover:8:psi:1.0:mtr,0.8325,2000,6,0.8325
366,10,4,dr,learning_rate:0.3,cover:1:nounif:dr,0.148649,148,18,0.148649
8313,3,2,ips,learning_rate:0.03,epsilon:0:ips,0.174906,3196,36,0.174906
6504,20,10,ips,learning_rate:1.0,bag:4:greedify:ips,0.8085,2000,240,0.8085
9081,3,2,ips,learning_rate:3.0,cover:8:psi:1.0:ips,0.28567,3196,36,0.28567
5105,16,10,mtr,learning_rate:0.03,cover:16:psi:0.1:nounif:mtr,0.883,2000,64,0.883
795,10,4,dr,learning_rate:0.1,cover:8:psi:1.0:nounif:dr,0.277027,148,18,0.277027
2478,12,10,dr,learning_rate:3.0,cover:4:psi:0:dr,0.7175,2000,216,0.7175
3358,14,10,ips,learning_rate:0.001,bag:4:greedify:ips,0.882,2000,76,0.882
7780,21,4,mtr,learning_rate:0.3,cover:4:psi:0.1:mtr,0.214699,1728,6,0.214699
7157,20,10,dr,learning_rate:10.0,cover:16:psi:0.01:nounif:dr,0.659,2000,240,0.659
9982,6,26,mtr,learning_rate:0.1,cover:8:psi:0.01:nounif:mtr,0.9472,20000,16,0.9472
7075,20,10,mtr,learning_rate:3.0,cover:16:psi:0:mtr,0.81,2000,240,0.81
6268,20,10,mtr,learning_rate:10.0,epsilon:0:mtr,0.6795,2000,240,0.6795
6201,18,10,dr,learning_rate:1.0,cover:16:psi:1.0:nounif:dr,0.725,2000,6,0.725
4437,16,10,dr,learning_rate:1.0,bag:8:greedify:dr,0.85,2000,64,0.85
10775,8,2,dr,learning_rate:0.3,cover:4:psi:0.1:dr,0.078261,345,6,0.078261
10987,8,2,mtr,learning_rate:0.03,cover:8:psi:0.1:mtr,0.092754,345,6,0.092754
5370,18,10,dr,learning_rate:10.0,bag:8:dr,0.7465,2000,6,0.7465
1518,11,3,dr,learning_rate:0.3,cover:4:psi:0.01:nounif:dr,0.1216,625,4,0.1216
3717,14,10,dr,learning_rate:0.03,cover:8:psi:0:dr,0.885,2000,76,0.885
9854,6,26,dr,learning_rate:3.0,cover:4:psi:1.0:dr,0.92715,20000,16,0.92715
1815,11,3,dr,learning_rate:0.3,cover:8:psi:1.0:dr,0.224,625,4,0.224
7211,20,10,dr,learning_rate:10.0,cover:16:psi:0.1:nounif:dr,0.668,2000,240,0.668
2132,12,10,mtr,learning_rate:10.0,epsilon:0.02:mtr,0.5395,2000,216,0.5395
767,10,4,mtr,learning_rate:0.03,cover:8:psi:1.0:mtr,0.432432,148,18,0.432432
10310,6,26,dr,learning_rate:1.0,cover:16:psi:1.0:nounif:dr,0.74155,20000,16,0.74155
1253,11,3,mtr,learning_rate:1.0,bag:16:mtr,0.1472,625,4,0.1472
4624,16,10,ips,learning_rate:0.3,cover:4:psi:0.01:nounif:ips,0.8795,2000,64,0.8795
9561,6,26,ips,learning_rate:10.0,bag:16:ips,0.95215,20000,16,0.95215
3566,14,10,mtr,learning_rate:1.0,cover:4:psi:0.01:mtr,0.8835,2000,76,0.8835
9773,6,26,dr,learning_rate:3.0,cover:4:psi:0.01:nounif:dr,0.7205,20000,16,0.7205
8596,3,2,mtr,learning_rate:3.0,bag:8:greedify:mtr,0.230288,3196,36,0.230288
345,10,4,dr,learning_rate:3.0,cover:1:dr,0.364865,148,18,0.364865
1632,11,3,dr,learning_rate:3.0,cover:4:psi:1.0:nounif:dr,0.168,625,4,0.168
636,10,4,dr,learning_rate:0.3,cover:8:psi:0:nounif:dr,0.148649,148,18,0.148649
5839,18,10,ips,learning_rate:0.01,cover:8:psi:0.01:ips,0.864,2000,6,0.864
2587,12,10,ips,learning_rate:3.0,cover:4:psi:0.1:ips,0.821,2000,216,0.821
4221,16,10,dr,learning_rate:1.0,epsilon:0.05:dr,0.8745,2000,64,0.8745
2397,12,10,dr,learning_rate:3.0,bag:16:greedify:dr,0.556,2000,216,0.556
7043,20,10,dr,learning_rate:1.0,cover:8:psi:1.0:nounif:dr,0.6775,2000,240,0.6775
904,10,4,ips,learning_rate:0.1,cover:16:psi:0.01:nounif:ips,0.209459,148,18,0.209459
1147,11,3,ips,learning_rate:3.0,epsilon:0.1:ips,0.2496,625,4,0.2496
8598,3,2,ips,learning_rate:10.0,bag:8:greedify:ips,0.294743,3196,36,0.294743
425,10,4,mtr,learning_rate:1.0,cover:4:psi:0:nounif:mtr,0.209459,148,18,0.209459
208,10,4,ips,learning_rate:1.0,bag:16:ips,0.358108,148,18,0.358108
10328,8,2,dr,learning_rate:0.001,epsilon:0:dr,0.011594,345,6,0.011594
547,10,4,ips,learning_rate:0.01,cover:4:psi:1.0:ips,0.486486,148,18,0.486486
4201,16,10,ips,learning_rate:10.0,epsilon:0.02:ips,0.8815,2000,64,0.8815
10537,8,2,mtr,learning_rate:1.0,bag:16:mtr,0.034783,345,6,0.034783
5870,18,10,mtr,learning_rate:0.03,cover:8:psi:0.01:nounif:mtr,0.8045,2000,6,0.8045
524,10,4,mtr,learning_rate:0.03,cover:4:psi:0.1:nounif:mtr,0.344595,148,18,0.344595
5018,16,10,mtr,learning_rate:0.003,cover:16:psi:0.01:mtr,0.8825,2000,64,0.8825
5016,16,10,dr,learning_rate:0.003,cover:16:psi:0.01:dr,0.887,2000,64,0.887
6153,18,10,dr,learning_rate:10.0,cover:16:psi:0.1:nounif:dr,0.704,2000,6,0.704
9562,6,26,mtr,learning_rate:10.0,bag:16:mtr,0.79435,20000,16,0.79435
8018,21,4,dr,learning_rate:0.1,cover:8:psi:0.1:nounif:dr,0.090856,1728,6,0.090856
5158,16,10,ips,learning_rate:0.03,cover:16:psi:1.0:nounif:ips,0.885,2000,64,0.885
2426,12,10,mtr,learning_rate:3.0,cover:1:mtr,0.489,2000,216,0.489
2425,12,10,ips,learning_rate:3.0,cover:1:ips,0.803,2000,216,0.803
2659,12,10,ips,learning_rate:0.1,cover:4:psi:1.0:nounif:ips,0.8075,2000,216,0.8075
2208,12,10,dr,learning_rate:3.0,bag:2:dr,0.586,2000,216,0.586
9913,6,26,mtr,learning_rate:10.0,cover:8:psi:0:mtr,0.92205,20000,16,0.92205
2003,11,3,mtr,learning_rate:0.1,cover:16:psi:0.1:nounif:mtr,0.2128,625,4,0.2128
10624,8,2,mtr,learning_rate:10.0,bag:8:greedify:mtr,0.049275,345,6,0.049275
10738,8,2,mtr,learning_rate:0.003,cover:4:psi:0.01:nounif:mtr,0.02029,345,6,0.02029
7831,21,4,mtr,learning_rate:0.1,cover:4:psi:1.0:mtr,0.322338,1728,6,0.322338
10246,6,26,mtr,learning_rate:0.01,cover:16:psi:0.1:nounif:mtr,0.9505,20000,16,0.9505
2667,12,10,dr,learning_rate:3.0,cover:4:psi:1.0:nounif:dr,0.505,2000,216,0.505
9881,6,26,dr,learning_rate:3.0,cover:4:psi:1.0:nounif:dr,0.7289,20000,16,0.7289
3125,14,10,mtr,learning_rate:0.03,epsilon:0:mtr,0.8645,2000,76,0.8645
4002,14,10,dr,learning_rate:10.0,cover:16:psi:0.01:dr,0.875,2000,76,0.875
3621,14,10,dr,learning_rate:3.0,cover:4:psi:0.1:dr,0.8785,2000,76,0.8785
1783,11,3,ips,learning_rate:0.03,cover:8:psi:0.1:nounif:ips,0.2352,625,4,0.2352
4026,14,10,dr,learning_rate:3.0,cover:16:psi:0.01:nounif:dr,0.8845,2000,76,0.8845
4802,16,10,mtr,learning_rate:0.003,cover:8:psi:0.01:mtr,0.887,2000,64,0.887
1226,11,3,mtr,learning_rate:1.0,bag:8:mtr,0.1248,625,4,0.1248
2761,12,10,ips,learning_rate:0.01,cover:8:psi:0.01:nounif:ips,0.673,2000,216,0.673
5718,18,10,dr,learning_rate:3.0,cover:4:psi:0.1:nounif:dr,0.691,2000,6,0.691
3582,14,10,dr,learning_rate:0.03,cover:4:psi:0.01:nounif:dr,0.8795,2000,76,0.8795
8073,21,4,ips,learning_rate:0.1,cover:8:psi:1.0:nounif:ips,0.412616,1728,6,0.412616
9242,3,2,dr,learning_rate:3.0,cover:16:psi:0.1:dr,0.241865,3196,36,0.241865
7735,21,4,mtr,learning_rate:10.0,cover:4:psi:0.01:mtr,0.183449,1728,6,0.183449
5804,18,10,mtr,learning_rate:10.0,cover:8:psi:0:mtr,0.841,2000,6,0.841
10132,6,26,mtr,learning_rate:0.001,cover:16:psi:0:nounif:mtr,0.9458,20000,16,0.9458
9660,6,26,ips,learning_rate:0.3,bag:16:greedify:ips,0.9466,20000,16,0.9466
10687,8,2,mtr,learning_rate:0.01,cover:4:psi:0:nounif:mtr,0.017391,345,6,0.017391
3961,14,10,ips,learning_rate:0.03,cover:16:psi:0:nounif:ips,0.8815,2000,76,0.8815
10538,8,2,dr,learning_rate:3.0,bag:16:dr,0.046377,345,6,0.046377
8861,3,2,dr,learning_rate:1.0,cover:4:psi:1.0:dr,0.25219,3196,36,0.25219
338,10,4,mtr,learning_rate:0.1,cover:1:mtr,0.364865,148,18,0.364865
4981,16,10,ips,learning_rate:3.0,cover:16:psi:0:ips,0.884,2000,64,0.884
3539,14,10,mtr,learning_rate:1.0,cover:4:psi:0:nounif:mtr,0.8775,2000,76,0.8775
3213,14,10,dr,learning_rate:1.0,epsilon:0.1:dr,0.882,2000,76,0.882
3766,14,10,ips,learning_rate:0.003,cover:8:psi:0.01:ips,0.8845,2000,76,0.8845
8810,3,2,dr,learning_rate:3.0,cover:4:psi:0.1:dr,0.246558,3196,36,0.246558
5924,18,10,mtr,learning_rate:0.03,cover:8:psi:0.1:nounif:mtr,0.833,2000,6,0.833
10932,8,2,ips,learning_rate:0.03,cover:8:psi:0.01:ips,0.069565,345,6,0.069565
1761,11,3,dr,learning_rate:0.3,cover:8:psi:0.1:dr,0.1712,625,4,0.1712
1568,11,3,mtr,learning_rate:0.03,cover:4:psi:0.1:nounif:mtr,0.2,625,4,0.2
6587,20,10,dr,learning_rate:3.0,cover:1:dr,0.7765,2000,240,0.7765
5172,16,10,dr,learning_rate:10.0,cover:16:psi:1.0:nounif:dr,0.873,2000,64,0.873
4297,16,10,ips,learning_rate:0.1,bag:4:ips,0.8825,2000,64,0.8825
2640,12,10,dr,learning_rate:3.0,cover:4:psi:1.0:dr,0.7215,2000,216,0.7215
4256,16,10,mtr,learning_rate:10.0,epsilon:0.1:mtr,0.839,2000,64,0.839
2291,12,10,mtr,learning_rate:3.0,bag:16:mtr,0.633,2000,216,0.633
7900,21,4,mtr,learning_rate:0.001,cover:8:psi:0:nounif:mtr,0.233796,1728,6,0.233796
987,10,4,dr,learning_rate:0.3,cover:16:psi:1.0:dr,0.358108,148,18,0.358108
7645,21,4,mtr,learning_rate:0.3,cover:1:nounif:mtr,0.090856,1728,6,0.090856
1464,11,3,dr,learning_rate:0.3,cover:4:psi:0:nounif:dr,0.1072,625,4,0.1072
11101,8,2,mtr,learning_rate:0.3,cover:16:psi:0:mtr,0.098551,345,6,0.098551
4213,16,10,ips,learning_rate:0.03,epsilon:0.05:ips,0.891,2000,64,0.891
2239,12,10,ips,learning_rate:10.0,bag:4:ips,0.785,2000,216,0.785
7100,20,10,dr,learning_rate:3.0,cover:16:psi:0:nounif:dr,0.676,2000,240,0.676
3583,14,10,ips,learning_rate:0.03,cover:4:psi:0.01:nounif:ips,0.883,2000,76,0.883
9963,6,26,ips,learning_rate:3.0,cover:8:psi:0.01:ips,0.93825,20000,16,0.93825
5417,18,10,mtr,learning_rate:0.3,bag:2:greedify:mtr,0.7105,2000,6,0.7105
10931,8,2,dr,learning_rate:0.03,cover:8:psi:0.01:dr,0.072464,345,6,0.072464
5531,18,10,mtr,learning_rate:3.0,cover:1:mtr,0.638,2000,6,0.638
7537,21,4,mtr,learning_rate:0.3,bag:4:greedify:mtr,0.094329,1728,6,0.094329
7643,21,4,dr,learning_rate:0.3,cover:1:nounif:dr,0.097222,1728,6,0.097222
7392,21,4,ips,learning_rate:0.01,bag:2:ips,0.195023,1728,6,0.195023
10021,6,26,mtr,learning_rate:10.0,cover:8:psi:0.1:mtr,0.92245,20000,16,0.92245
10410,8,2,ips,learning_rate:0.001,epsilon:0.1:ips,0.078261,345,6,0.078261
9296,3,2,dr,learning_rate:3.0,cover:16:psi:1.0:dr,0.255006,3196,36,0.255006
1445,11,3,mtr,learning_rate:3.0,cover:4:psi:0:mtr,0.2336,625,4,0.2336
6721,20,10,mtr,learning_rate:1.0,cover:4:psi:0.01:nounif:mtr,0.784,2000,240,0.784
2100,12,10,dr,learning_rate:3.0,epsilon:0:dr,0.579,2000,216,0.579
2832,12,10,dr,learning_rate:10.0,cover:8:psi:0.1:nounif:dr,0.4775,2000,216,0.4775
10229,6,26,dr,learning_rate:1.0,cover:16:psi:0.1:dr,0.92815,20000,16,0.92815
3886,14,10,ips,learning_rate:0.3,cover:8:psi:1.0:ips,0.886,2000,76,0.886
8702,3,2,dr,learning_rate:3.0,cover:4:psi:0:dr,0.249687,3196,36,0.249687
716,10,4,mtr,learning_rate:0.1,cover:8:psi:0.1:mtr,0.324324,148,18,0.324324
6344,20,10,dr,learning_rate:3.0,epsilon:0.1:dr,0.7425,2000,240,0.7425
5768,18,10,mtr,learning_rate:0.3,cover:4:psi:1.0:nounif:mtr,0.8445,2000,6,0.8445
