algo,lr,loss
cover:8:psi:0.1:nounif:dr,learning_rate:0.1,0.5135125454545454
cover:8:psi:0.01:nounif:dr,learning_rate:0.1,0.5135874545454545
cover:4:psi:0.01:nounif:dr,learning_rate:0.01,0.513835909090909
cover:8:psi:1.0:nounif:dr,learning_rate:0.3,0.5141201818181819
cover:4:psi:0.01:nounif:dr,learning_rate:0.03,0.5141996363636363
cover:16:psi:0.1:nounif:dr,learning_rate:0.3,0.5144653636363636
epsilon:0.05:dr,learning_rate:3.0,0.5144949230769231
bag:8:greedify:mtr,learning_rate:1.0,0.5151336363636364
cover:16:psi:0.01:nounif:dr,learning_rate:0.03,0.5154239090909091
cover:16:psi:0:nounif:ips,learning_rate:0.01,0.5157309090909091
bag:2:greedify:mtr,learning_rate:0.3,0.5158409999999999
bag:8:greedify:dr,learning_rate:3.0,0.5159240909090909
epsilon:0:mtr,learning_rate:0.3,0.5160352727272728
cover:8:psi:0:nounif:dr,learning_rate:0.01,0.5163715454545454
cover:8:psi:0.01:nounif:dr,learning_rate:0.03,0.5166320909090908
epsilon:0:mtr,learning_rate:0.1,0.517067090909091
bag:16:mtr,learning_rate:0.3,0.5176138181818181
cover:16:psi:0.01:nounif:dr,learning_rate:10.0,0.5182524545454545
bag:16:mtr,learning_rate:1.0,0.5182991818181818
cover:8:psi:0:nounif:ips,learning_rate:0.01,0.5185389090909092
cover:8:psi:0.1:nounif:dr,learning_rate:0.03,0.5185843636363636
epsilon:0:dr,learning_rate:0.01,0.5191157272727273
cover:4:psi:0:nounif:ips,learning_rate:0.01,0.5191808181818183
cover:4:psi:0.1:nounif:dr,learning_rate:0.1,0.5193614545454545
cover:16:psi:0:nounif:dr,learning_rate:0.01,0.5193695454545453
cover:8:psi:0.1:nounif:dr,learning_rate:3.0,0.5194844545454547
bag:16:dr,learning_rate:1.0,0.519835909090909
cover:8:psi:0.01:nounif:dr,learning_rate:1.0,0.5200421818181818
bag:2:dr,learning_rate:3.0,0.5203948181818182
bag:4:greedify:mtr,learning_rate:3.0,0.5208634545454545
cover:1:nounif:dr,learning_rate:3.0,0.5212821999999999
epsilon:0:mtr,learning_rate:3.0,0.5222902727272728
cover:16:psi:0.1:nounif:dr,learning_rate:0.03,0.5223944545454546
bag:2:greedify:mtr,learning_rate:0.1,0.522517909090909
bag:2:mtr,learning_rate:3.0,0.5228143636363637
cover:4:psi:0:nounif:dr,learning_rate:0.01,0.5233050909090909
cover:16:psi:0.01:nounif:dr,learning_rate:0.1,0.5244123636363635
cover:4:psi:0.01:nounif:dr,learning_rate:0.1,0.5249198181818182
bag:4:greedify:dr,learning_rate:0.3,0.5253040000000001
bag:4:greedify:mtr,learning_rate:10.0,0.5255503636363638
