algo,lr,loss
cover:16:psi:0.1:dr,learning_rate:3.0,531.275
cover:4:psi:1.0:dr,learning_rate:1.0,531.275
cover:16:psi:0.01:mtr,learning_rate:0.01,531.275
cover:16:psi:0.1:ips,learning_rate:0.1,531.275
cover:16:psi:0.1:ips,learning_rate:0.3,531.275
cover:16:psi:0.1:ips,learning_rate:1.0,531.275
cover:8:psi:0.01:mtr,learning_rate:3.0,531.275
cover:16:psi:0.1:ips,learning_rate:3.0,531.275
cover:4:psi:0.1:mtr,learning_rate:1.0,531.275
cover:8:psi:0.01:mtr,learning_rate:0.3,531.275
