ds,na,cb_type,lr,algo,loss,sz,nf,rawloss
loan1,15,ips,learning_rate:0.1,bag:16:greedify:ips,395.225,,,395.225
loan1,15,mtr,learning_rate:0.1,bag:16:greedify:mtr,405.75,,,405.75
loan1,15,dr,learning_rate:0.3,bag:16:greedify:dr,405.75,,,405.75
loan1,15,ips,learning_rate:0.3,bag:16:greedify:ips,376.475,,,376.475
loan1,15,mtr,learning_rate:0.3,bag:16:greedify:mtr,405.75,,,405.75
loan1,15,dr,learning_rate:1.0,bag:16:greedify:dr,405.75,,,405.75
loan1,15,ips,learning_rate:1.0,bag:16:greedify:ips,340.65,,,340.65
loan1,15,mtr,learning_rate:1.0,bag:16:greedify:mtr,405.75,,,405.75
loan1,15,dr,learning_rate:3.0,bag:16:greedify:dr,405.75,,,405.75
loan1,15,ips,learning_rate:3.0,bag:16:greedify:ips,217.5,,,217.5
loan1,15,mtr,learning_rate:3.0,bag:16:greedify:mtr,405.75,,,405.75
loan1,15,dr,learning_rate:10.0,bag:16:greedify:dr,405.75,,,405.75
loan1,15,ips,learning_rate:10.0,bag:16:greedify:ips,168.35,,,168.35
loan1,15,mtr,learning_rate:10.0,bag:16:greedify:mtr,405.75,,,405.75
loan1,15,dr,learning_rate:0.001,cover:1:dr,408.65,,,408.65
loan1,15,ips,learning_rate:0.001,cover:1:ips,408.65,,,408.65
loan1,15,mtr,learning_rate:0.001,cover:1:mtr,408.65,,,408.65
loan1,15,dr,learning_rate:0.003,cover:1:dr,408.65,,,408.65
loan1,15,ips,learning_rate:0.003,cover:1:ips,408.65,,,408.65
loan1,15,mtr,learning_rate:0.003,cover:1:mtr,408.65,,,408.65
loan1,15,dr,learning_rate:0.01,cover:1:dr,408.65,,,408.65
loan1,15,ips,learning_rate:0.01,cover:1:ips,408.65,,,408.65
loan1,15,mtr,learning_rate:0.01,cover:1:mtr,408.65,,,408.65
loan1,15,dr,learning_rate:0.03,cover:1:dr,408.65,,,408.65
loan1,15,ips,learning_rate:0.03,cover:1:ips,408.65,,,408.65
loan1,15,mtr,learning_rate:0.03,cover:1:mtr,408.65,,,408.65
loan1,15,dr,learning_rate:0.1,cover:1:dr,408.65,,,408.65
loan1,15,ips,learning_rate:0.1,cover:1:ips,408.65,,,408.65
loan1,15,mtr,learning_rate:0.1,cover:1:mtr,408.65,,,408.65
loan1,15,dr,learning_rate:0.3,cover:1:dr,408.65,,,408.65
loan1,15,ips,learning_rate:0.3,cover:1:ips,408.65,,,408.65
loan1,15,mtr,learning_rate:0.3,cover:1:mtr,408.65,,,408.65
loan1,15,dr,learning_rate:1.0,cover:1:dr,408.65,,,408.65
loan1,15,ips,learning_rate:1.0,cover:1:ips,408.65,,,408.65
loan1,15,mtr,learning_rate:1.0,cover:1:mtr,408.65,,,408.65
loan1,15,dr,learning_rate:3.0,cover:1:dr,408.65,,,408.65
loan1,15,ips,learning_rate:3.0,cover:1:ips,408.65,,,408.65
loan1,15,mtr,learning_rate:3.0,cover:1:mtr,408.65,,,408.65
loan1,15,dr,learning_rate:10.0,cover:1:dr,408.65,,,408.65
loan1,15,ips,learning_rate:10.0,cover:1:ips,408.65,,,408.65
loan1,15,mtr,learning_rate:10.0,cover:1:mtr,299.175,,,299.175
loan1,15,dr,learning_rate:0.001,cover:1:nounif:dr,405.75,,,405.75
loan1,15,ips,learning_rate:0.001,cover:1:nounif:ips,405.75,,,405.75
loan1,15,mtr,learning_rate:0.001,cover:1:nounif:mtr,405.75,,,405.75
loan1,15,dr,learning_rate:0.003,cover:1:nounif:dr,405.75,,,405.75
loan1,15,ips,learning_rate:0.003,cover:1:nounif:ips,405.75,,,405.75
loan1,15,mtr,learning_rate:0.003,cover:1:nounif:mtr,405.75,,,405.75
loan1,15,dr,learning_rate:0.01,cover:1:nounif:dr,405.75,,,405.75
loan1,15,ips,learning_rate:0.01,cover:1:nounif:ips,405.75,,,405.75
loan1,15,mtr,learning_rate:0.01,cover:1:nounif:mtr,405.75,,,405.75
loan1,15,dr,learning_rate:0.03,cover:1:nounif:dr,405.75,,,405.75
loan1,15,ips,learning_rate:0.03,cover:1:nounif:ips,309.65,,,309.65
loan1,15,mtr,learning_rate:0.03,cover:1:nounif:mtr,405.75,,,405.75
loan1,15,dr,learning_rate:0.1,cover:1:nounif:dr,405.75,,,405.75
loan1,15,ips,learning_rate:0.1,cover:1:nounif:ips,172.475,,,172.475
loan1,15,mtr,learning_rate:0.1,cover:1:nounif:mtr,405.75,,,405.75
loan1,15,dr,learning_rate:0.3,cover:1:nounif:dr,405.75,,,405.75
loan1,15,ips,learning_rate:0.3,cover:1:nounif:ips,140.375,,,140.375
loan1,15,mtr,learning_rate:0.3,cover:1:nounif:mtr,405.75,,,405.75
loan1,15,dr,learning_rate:1.0,cover:1:nounif:dr,405.75,,,405.75
loan1,15,ips,learning_rate:1.0,cover:1:nounif:ips,126.35,,,126.35
loan1,15,mtr,learning_rate:1.0,cover:1:nounif:mtr,405.75,,,405.75
loan1,15,dr,learning_rate:3.0,cover:1:nounif:dr,405.75,,,405.75
loan1,15,ips,learning_rate:3.0,cover:1:nounif:ips,121.35,,,121.35
loan1,15,mtr,learning_rate:3.0,cover:1:nounif:mtr,405.75,,,405.75
loan1,15,dr,learning_rate:10.0,cover:1:nounif:dr,405.75,,,405.75
loan1,15,ips,learning_rate:10.0,cover:1:nounif:ips,121.35,,,121.35
loan1,15,mtr,learning_rate:10.0,cover:1:nounif:mtr,405.75,,,405.75
loan1,15,dr,learning_rate:0.001,cover:4:psi:0:dr,408.65,,,408.65
loan1,15,ips,learning_rate:0.001,cover:4:psi:0:ips,408.65,,,408.65
loan1,15,mtr,learning_rate:0.001,cover:4:psi:0:mtr,408.65,,,408.65
loan1,15,dr,learning_rate:0.003,cover:4:psi:0:dr,408.65,,,408.65
loan1,15,ips,learning_rate:0.003,cover:4:psi:0:ips,408.65,,,408.65
loan1,15,mtr,learning_rate:0.003,cover:4:psi:0:mtr,408.65,,,408.65
loan1,15,dr,learning_rate:0.01,cover:4:psi:0:dr,408.65,,,408.65
loan1,15,ips,learning_rate:0.01,cover:4:psi:0:ips,408.65,,,408.65
loan1,15,mtr,learning_rate:0.01,cover:4:psi:0:mtr,408.65,,,408.65
loan1,15,dr,learning_rate:0.03,cover:4:psi:0:dr,408.65,,,408.65
loan1,15,ips,learning_rate:0.03,cover:4:psi:0:ips,408.65,,,408.65
loan1,15,mtr,learning_rate:0.03,cover:4:psi:0:mtr,408.65,,,408.65
loan1,15,dr,learning_rate:0.1,cover:4:psi:0:dr,408.65,,,408.65
loan1,15,ips,learning_rate:0.1,cover:4:psi:0:ips,408.65,,,408.65
loan1,15,mtr,learning_rate:0.1,cover:4:psi:0:mtr,408.65,,,408.65
loan1,15,dr,learning_rate:0.3,cover:4:psi:0:dr,408.65,,,408.65
loan1,15,ips,learning_rate:0.3,cover:4:psi:0:ips,408.65,,,408.65
loan1,15,mtr,learning_rate:0.3,cover:4:psi:0:mtr,408.65,,,408.65
loan1,15,dr,learning_rate:1.0,cover:4:psi:0:dr,408.65,,,408.65
loan1,15,ips,learning_rate:1.0,cover:4:psi:0:ips,408.65,,,408.65
loan1,15,mtr,learning_rate:1.0,cover:4:psi:0:mtr,408.65,,,408.65
loan1,15,dr,learning_rate:3.0,cover:4:psi:0:dr,408.65,,,408.65
loan1,15,ips,learning_rate:3.0,cover:4:psi:0:ips,408.65,,,408.65
loan1,15,mtr,learning_rate:3.0,cover:4:psi:0:mtr,408.65,,,408.65
loan1,15,dr,learning_rate:10.0,cover:4:psi:0:dr,408.65,,,408.65
loan1,15,ips,learning_rate:10.0,cover:4:psi:0:ips,408.65,,,408.65
loan1,15,mtr,learning_rate:10.0,cover:4:psi:0:mtr,382.325,,,382.325
loan1,15,dr,learning_rate:0.001,cover:4:psi:0:nounif:dr,405.75,,,405.75
loan1,15,ips,learning_rate:0.001,cover:4:psi:0:nounif:ips,405.75,,,405.75
loan1,15,mtr,learning_rate:0.001,cover:4:psi:0:nounif:mtr,405.75,,,405.75
loan1,15,dr,learning_rate:0.003,cover:4:psi:0:nounif:dr,405.75,,,405.75
loan1,15,ips,learning_rate:0.003,cover:4:psi:0:nounif:ips,405.75,,,405.75
loan1,15,mtr,learning_rate:0.003,cover:4:psi:0:nounif:mtr,405.75,,,405.75
loan1,15,dr,learning_rate:0.01,cover:4:psi:0:nounif:dr,405.75,,,405.75
loan1,15,ips,learning_rate:0.01,cover:4:psi:0:nounif:ips,405.75,,,405.75
loan1,15,mtr,learning_rate:0.01,cover:4:psi:0:nounif:mtr,405.75,,,405.75
loan1,15,dr,learning_rate:0.03,cover:4:psi:0:nounif:dr,405.75,,,405.75
loan1,15,ips,learning_rate:0.03,cover:4:psi:0:nounif:ips,318.225,,,318.225
loan1,15,mtr,learning_rate:0.03,cover:4:psi:0:nounif:mtr,405.75,,,405.75
loan1,15,dr,learning_rate:0.1,cover:4:psi:0:nounif:dr,405.75,,,405.75
loan1,15,ips,learning_rate:0.1,cover:4:psi:0:nounif:ips,177.975,,,177.975
loan1,15,mtr,learning_rate:0.1,cover:4:psi:0:nounif:mtr,405.75,,,405.75
loan1,15,dr,learning_rate:0.3,cover:4:psi:0:nounif:dr,405.75,,,405.75
loan1,15,ips,learning_rate:0.3,cover:4:psi:0:nounif:ips,139.6,,,139.6
loan1,15,mtr,learning_rate:0.3,cover:4:psi:0:nounif:mtr,405.75,,,405.75
loan1,15,dr,learning_rate:1.0,cover:4:psi:0:nounif:dr,405.75,,,405.75
loan1,15,ips,learning_rate:1.0,cover:4:psi:0:nounif:ips,121.35,,,121.35
loan1,15,mtr,learning_rate:1.0,cover:4:psi:0:nounif:mtr,405.75,,,405.75
loan1,15,dr,learning_rate:3.0,cover:4:psi:0:nounif:dr,405.75,,,405.75
loan1,15,ips,learning_rate:3.0,cover:4:psi:0:nounif:ips,121.25,,,121.25
loan1,15,mtr,learning_rate:3.0,cover:4:psi:0:nounif:mtr,405.75,,,405.75
loan1,15,dr,learning_rate:10.0,cover:4:psi:0:nounif:dr,405.75,,,405.75
loan1,15,ips,learning_rate:10.0,cover:4:psi:0:nounif:ips,120.675,,,120.675
loan1,15,mtr,learning_rate:10.0,cover:4:psi:0:nounif:mtr,405.75,,,405.75
loan1,15,dr,learning_rate:0.001,cover:4:psi:0.01:dr,408.275,,,408.275
loan1,15,ips,learning_rate:0.001,cover:4:psi:0.01:ips,408.275,,,408.275
loan1,15,mtr,learning_rate:0.001,cover:4:psi:0.01:mtr,408.275,,,408.275
loan1,15,dr,learning_rate:0.003,cover:4:psi:0.01:dr,408.625,,,408.625
loan1,15,ips,learning_rate:0.003,cover:4:psi:0.01:ips,408.625,,,408.625
loan1,15,mtr,learning_rate:0.003,cover:4:psi:0.01:mtr,408.625,,,408.625
loan1,15,dr,learning_rate:0.01,cover:4:psi:0.01:dr,408.65,,,408.65
loan1,15,ips,learning_rate:0.01,cover:4:psi:0.01:ips,408.65,,,408.65
loan1,15,mtr,learning_rate:0.01,cover:4:psi:0.01:mtr,408.65,,,408.65
loan1,15,dr,learning_rate:0.03,cover:4:psi:0.01:dr,408.65,,,408.65
loan1,15,ips,learning_rate:0.03,cover:4:psi:0.01:ips,408.65,,,408.65
loan1,15,mtr,learning_rate:0.03,cover:4:psi:0.01:mtr,408.65,,,408.65
loan1,15,dr,learning_rate:0.1,cover:4:psi:0.01:dr,408.65,,,408.65
loan1,15,ips,learning_rate:0.1,cover:4:psi:0.01:ips,408.65,,,408.65
loan1,15,mtr,learning_rate:0.1,cover:4:psi:0.01:mtr,408.65,,,408.65
loan1,15,dr,learning_rate:0.3,cover:4:psi:0.01:dr,408.65,,,408.65
loan1,15,ips,learning_rate:0.3,cover:4:psi:0.01:ips,408.65,,,408.65
loan1,15,mtr,learning_rate:0.3,cover:4:psi:0.01:mtr,408.65,,,408.65
loan1,15,dr,learning_rate:1.0,cover:4:psi:0.01:dr,408.65,,,408.65
loan1,15,ips,learning_rate:1.0,cover:4:psi:0.01:ips,408.65,,,408.65
loan1,15,mtr,learning_rate:1.0,cover:4:psi:0.01:mtr,408.65,,,408.65
loan1,15,dr,learning_rate:3.0,cover:4:psi:0.01:dr,408.65,,,408.65
loan1,15,ips,learning_rate:3.0,cover:4:psi:0.01:ips,408.65,,,408.65
loan1,15,mtr,learning_rate:3.0,cover:4:psi:0.01:mtr,408.65,,,408.65
loan1,15,dr,learning_rate:10.0,cover:4:psi:0.01:dr,408.65,,,408.65
loan1,15,ips,learning_rate:10.0,cover:4:psi:0.01:ips,408.65,,,408.65
loan1,15,mtr,learning_rate:10.0,cover:4:psi:0.01:mtr,382.3,,,382.3
loan1,15,dr,learning_rate:0.001,cover:4:psi:0.01:nounif:dr,404.05,,,404.05
loan1,15,ips,learning_rate:0.001,cover:4:psi:0.01:nounif:ips,404.05,,,404.05
loan1,15,mtr,learning_rate:0.001,cover:4:psi:0.01:nounif:mtr,404.05,,,404.05
loan1,15,dr,learning_rate:0.003,cover:4:psi:0.01:nounif:dr,406.0,,,406.0
loan1,15,ips,learning_rate:0.003,cover:4:psi:0.01:nounif:ips,406.0,,,406.0
loan1,15,mtr,learning_rate:0.003,cover:4:psi:0.01:nounif:mtr,406.0,,,406.0
loan1,15,dr,learning_rate:0.01,cover:4:psi:0.01:nounif:dr,405.75,,,405.75
loan1,15,ips,learning_rate:0.01,cover:4:psi:0.01:nounif:ips,405.75,,,405.75
loan1,15,mtr,learning_rate:0.01,cover:4:psi:0.01:nounif:mtr,405.75,,,405.75
loan1,15,dr,learning_rate:0.03,cover:4:psi:0.01:nounif:dr,405.75,,,405.75
loan1,15,ips,learning_rate:0.03,cover:4:psi:0.01:nounif:ips,342.7,,,342.7
loan1,15,mtr,learning_rate:0.03,cover:4:psi:0.01:nounif:mtr,405.75,,,405.75
loan1,15,dr,learning_rate:0.1,cover:4:psi:0.01:nounif:dr,405.75,,,405.75
loan1,15,ips,learning_rate:0.1,cover:4:psi:0.01:nounif:ips,172.825,,,172.825
loan1,15,mtr,learning_rate:0.1,cover:4:psi:0.01:nounif:mtr,405.75,,,405.75
loan1,15,dr,learning_rate:0.3,cover:4:psi:0.01:nounif:dr,405.75,,,405.75
loan1,15,ips,learning_rate:0.3,cover:4:psi:0.01:nounif:ips,136.825,,,136.825
loan1,15,mtr,learning_rate:0.3,cover:4:psi:0.01:nounif:mtr,405.75,,,405.75
loan1,15,dr,learning_rate:1.0,cover:4:psi:0.01:nounif:dr,405.75,,,405.75
loan1,15,ips,learning_rate:1.0,cover:4:psi:0.01:nounif:ips,127.475,,,127.475
loan1,15,mtr,learning_rate:1.0,cover:4:psi:0.01:nounif:mtr,405.75,,,405.75
loan1,15,dr,learning_rate:3.0,cover:4:psi:0.01:nounif:dr,405.75,,,405.75
loan1,15,ips,learning_rate:3.0,cover:4:psi:0.01:nounif:ips,123.1,,,123.1
loan1,15,mtr,learning_rate:3.0,cover:4:psi:0.01:nounif:mtr,405.75,,,405.75
loan1,15,dr,learning_rate:10.0,cover:4:psi:0.01:nounif:dr,405.75,,,405.75
loan1,15,ips,learning_rate:10.0,cover:4:psi:0.01:nounif:ips,118.65,,,118.65
loan1,15,mtr,learning_rate:10.0,cover:4:psi:0.01:nounif:mtr,405.75,,,405.75
loan1,15,dr,learning_rate:0.001,cover:4:psi:0.1:dr,405.475,,,405.475
loan1,15,ips,learning_rate:0.001,cover:4:psi:0.1:ips,405.425,,,405.425
loan1,15,mtr,learning_rate:0.001,cover:4:psi:0.1:mtr,405.475,,,405.475
loan1,15,dr,learning_rate:0.003,cover:4:psi:0.1:dr,406.975,,,406.975
loan1,15,ips,learning_rate:0.003,cover:4:psi:0.1:ips,407.5,,,407.5
loan1,15,mtr,learning_rate:0.003,cover:4:psi:0.1:mtr,406.975,,,406.975
loan1,15,dr,learning_rate:0.01,cover:4:psi:0.1:dr,408.275,,,408.275
loan1,15,ips,learning_rate:0.01,cover:4:psi:0.1:ips,408.275,,,408.275
loan1,15,mtr,learning_rate:0.01,cover:4:psi:0.1:mtr,408.275,,,408.275
loan1,15,dr,learning_rate:0.03,cover:4:psi:0.1:dr,408.625,,,408.625
loan1,15,ips,learning_rate:0.03,cover:4:psi:0.1:ips,408.625,,,408.625
loan1,15,mtr,learning_rate:0.03,cover:4:psi:0.1:mtr,408.625,,,408.625
loan1,15,dr,learning_rate:0.1,cover:4:psi:0.1:dr,408.65,,,408.65
loan1,15,ips,learning_rate:0.1,cover:4:psi:0.1:ips,408.65,,,408.65
loan1,15,mtr,learning_rate:0.1,cover:4:psi:0.1:mtr,408.65,,,408.65
loan1,15,dr,learning_rate:0.3,cover:4:psi:0.1:dr,408.65,,,408.65
loan1,15,ips,learning_rate:0.3,cover:4:psi:0.1:ips,408.65,,,408.65
loan1,15,mtr,learning_rate:0.3,cover:4:psi:0.1:mtr,408.65,,,408.65
loan1,15,dr,learning_rate:1.0,cover:4:psi:0.1:dr,408.65,,,408.65
loan1,15,ips,learning_rate:1.0,cover:4:psi:0.1:ips,408.65,,,408.65
loan1,15,mtr,learning_rate:1.0,cover:4:psi:0.1:mtr,408.65,,,408.65
loan1,15,dr,learning_rate:3.0,cover:4:psi:0.1:dr,408.65,,,408.65
loan1,15,ips,learning_rate:3.0,cover:4:psi:0.1:ips,408.65,,,408.65
loan1,15,mtr,learning_rate:3.0,cover:4:psi:0.1:mtr,408.65,,,408.65
loan1,15,dr,learning_rate:10.0,cover:4:psi:0.1:dr,408.65,,,408.65
loan1,15,ips,learning_rate:10.0,cover:4:psi:0.1:ips,408.65,,,408.65
loan1,15,mtr,learning_rate:10.0,cover:4:psi:0.1:mtr,382.3,,,382.3
loan1,15,dr,learning_rate:0.001,cover:4:psi:0.1:nounif:dr,400.0,,,400.0
loan1,15,ips,learning_rate:0.001,cover:4:psi:0.1:nounif:ips,400.0,,,400.0
loan1,15,mtr,learning_rate:0.001,cover:4:psi:0.1:nounif:mtr,400.0,,,400.0
loan1,15,dr,learning_rate:0.003,cover:4:psi:0.1:nounif:dr,400.8,,,400.8
loan1,15,ips,learning_rate:0.003,cover:4:psi:0.1:nounif:ips,400.8,,,400.8
loan1,15,mtr,learning_rate:0.003,cover:4:psi:0.1:nounif:mtr,400.8,,,400.8
loan1,15,dr,learning_rate:0.01,cover:4:psi:0.1:nounif:dr,404.05,,,404.05
loan1,15,ips,learning_rate:0.01,cover:4:psi:0.1:nounif:ips,404.05,,,404.05
loan1,15,mtr,learning_rate:0.01,cover:4:psi:0.1:nounif:mtr,404.05,,,404.05
loan1,15,dr,learning_rate:0.03,cover:4:psi:0.1:nounif:dr,406.0,,,406.0
loan1,15,ips,learning_rate:0.03,cover:4:psi:0.1:nounif:ips,380.7,,,380.7
loan1,15,mtr,learning_rate:0.03,cover:4:psi:0.1:nounif:mtr,406.0,,,406.0
loan1,15,dr,learning_rate:0.1,cover:4:psi:0.1:nounif:dr,405.75,,,405.75
loan1,15,ips,learning_rate:0.1,cover:4:psi:0.1:nounif:ips,201.35,,,201.35
loan1,15,mtr,learning_rate:0.1,cover:4:psi:0.1:nounif:mtr,405.75,,,405.75
loan1,15,dr,learning_rate:0.3,cover:4:psi:0.1:nounif:dr,405.75,,,405.75
loan1,15,ips,learning_rate:0.3,cover:4:psi:0.1:nounif:ips,144.825,,,144.825
loan1,15,mtr,learning_rate:0.3,cover:4:psi:0.1:nounif:mtr,405.75,,,405.75
loan1,15,dr,learning_rate:1.0,cover:4:psi:0.1:nounif:dr,405.75,,,405.75
loan1,15,ips,learning_rate:1.0,cover:4:psi:0.1:nounif:ips,121.55,,,121.55
loan1,15,mtr,learning_rate:1.0,cover:4:psi:0.1:nounif:mtr,405.75,,,405.75
loan1,15,dr,learning_rate:3.0,cover:4:psi:0.1:nounif:dr,405.75,,,405.75
loan1,15,ips,learning_rate:3.0,cover:4:psi:0.1:nounif:ips,123.6,,,123.6
loan1,15,mtr,learning_rate:3.0,cover:4:psi:0.1:nounif:mtr,405.75,,,405.75
loan1,15,dr,learning_rate:10.0,cover:4:psi:0.1:nounif:dr,405.75,,,405.75
loan1,15,ips,learning_rate:10.0,cover:4:psi:0.1:nounif:ips,116.65,,,116.65
loan1,15,mtr,learning_rate:10.0,cover:4:psi:0.1:nounif:mtr,405.75,,,405.75
loan1,15,dr,learning_rate:0.001,cover:4:psi:1.0:dr,405.825,,,405.825
loan1,15,ips,learning_rate:0.001,cover:4:psi:1.0:ips,405.925,,,405.925
loan1,15,mtr,learning_rate:0.001,cover:4:psi:1.0:mtr,405.8,,,405.8
loan1,15,dr,learning_rate:0.003,cover:4:psi:1.0:dr,405.675,,,405.675
loan1,15,ips,learning_rate:0.003,cover:4:psi:1.0:ips,405.525,,,405.525
loan1,15,mtr,learning_rate:0.003,cover:4:psi:1.0:mtr,405.675,,,405.675
loan1,15,dr,learning_rate:0.01,cover:4:psi:1.0:dr,405.475,,,405.475
loan1,15,ips,learning_rate:0.01,cover:4:psi:1.0:ips,405.475,,,405.475
loan1,15,mtr,learning_rate:0.01,cover:4:psi:1.0:mtr,405.475,,,405.475
loan1,15,dr,learning_rate:0.03,cover:4:psi:1.0:dr,406.925,,,406.925
loan1,15,ips,learning_rate:0.03,cover:4:psi:1.0:ips,407.0,,,407.0
loan1,15,mtr,learning_rate:0.03,cover:4:psi:1.0:mtr,406.95,,,406.95
loan1,15,dr,learning_rate:0.1,cover:4:psi:1.0:dr,408.275,,,408.275
loan1,15,ips,learning_rate:0.1,cover:4:psi:1.0:ips,408.275,,,408.275
loan1,15,mtr,learning_rate:0.1,cover:4:psi:1.0:mtr,408.275,,,408.275
loan1,15,dr,learning_rate:0.3,cover:4:psi:1.0:dr,408.625,,,408.625
loan1,15,ips,learning_rate:0.3,cover:4:psi:1.0:ips,408.625,,,408.625
loan1,15,mtr,learning_rate:0.3,cover:4:psi:1.0:mtr,408.625,,,408.625
loan1,15,dr,learning_rate:1.0,cover:4:psi:1.0:dr,408.65,,,408.65
loan1,15,ips,learning_rate:1.0,cover:4:psi:1.0:ips,408.65,,,408.65
loan1,15,mtr,learning_rate:1.0,cover:4:psi:1.0:mtr,408.65,,,408.65
loan1,15,dr,learning_rate:3.0,cover:4:psi:1.0:dr,408.65,,,408.65
loan1,15,ips,learning_rate:3.0,cover:4:psi:1.0:ips,408.65,,,408.65
loan1,15,mtr,learning_rate:3.0,cover:4:psi:1.0:mtr,408.65,,,408.65
loan1,15,dr,learning_rate:10.0,cover:4:psi:1.0:dr,408.65,,,408.65
loan1,15,ips,learning_rate:10.0,cover:4:psi:1.0:ips,408.65,,,408.65
loan1,15,mtr,learning_rate:10.0,cover:4:psi:1.0:mtr,382.3,,,382.3
loan1,15,dr,learning_rate:0.001,cover:4:psi:1.0:nounif:dr,400.325,,,400.325
loan1,15,ips,learning_rate:0.001,cover:4:psi:1.0:nounif:ips,400.375,,,400.375
loan1,15,mtr,learning_rate:0.001,cover:4:psi:1.0:nounif:mtr,400.325,,,400.325
loan1,15,dr,learning_rate:0.003,cover:4:psi:1.0:nounif:dr,400.375,,,400.375
loan1,15,ips,learning_rate:0.003,cover:4:psi:1.0:nounif:ips,400.375,,,400.375
loan1,15,mtr,learning_rate:0.003,cover:4:psi:1.0:nounif:mtr,400.375,,,400.375
loan1,15,dr,learning_rate:0.01,cover:4:psi:1.0:nounif:dr,400.125,,,400.125
loan1,15,ips,learning_rate:0.01,cover:4:psi:1.0:nounif:ips,400.075,,,400.075
loan1,15,mtr,learning_rate:0.01,cover:4:psi:1.0:nounif:mtr,400.125,,,400.125
loan1,15,dr,learning_rate:0.03,cover:4:psi:1.0:nounif:dr,400.0,,,400.0
loan1,15,ips,learning_rate:0.03,cover:4:psi:1.0:nounif:ips,393.65,,,393.65
loan1,15,mtr,learning_rate:0.03,cover:4:psi:1.0:nounif:mtr,400.0,,,400.0
loan1,15,dr,learning_rate:0.1,cover:4:psi:1.0:nounif:dr,403.5,,,403.5
loan1,15,ips,learning_rate:0.1,cover:4:psi:1.0:nounif:ips,348.4,,,348.4
loan1,15,mtr,learning_rate:0.1,cover:4:psi:1.0:nounif:mtr,403.525,,,403.525
loan1,15,dr,learning_rate:0.3,cover:4:psi:1.0:nounif:dr,406.1,,,406.1
loan1,15,ips,learning_rate:0.3,cover:4:psi:1.0:nounif:ips,203.675,,,203.675
loan1,15,mtr,learning_rate:0.3,cover:4:psi:1.0:nounif:mtr,406.1,,,406.1
loan1,15,dr,learning_rate:1.0,cover:4:psi:1.0:nounif:dr,405.75,,,405.75
loan1,15,ips,learning_rate:1.0,cover:4:psi:1.0:nounif:ips,128.925,,,128.925
loan1,15,mtr,learning_rate:1.0,cover:4:psi:1.0:nounif:mtr,405.75,,,405.75
loan1,15,dr,learning_rate:3.0,cover:4:psi:1.0:nounif:dr,405.75,,,405.75
loan1,15,ips,learning_rate:3.0,cover:4:psi:1.0:nounif:ips,120.175,,,120.175
loan1,15,mtr,learning_rate:3.0,cover:4:psi:1.0:nounif:mtr,405.75,,,405.75
loan1,15,dr,learning_rate:10.0,cover:4:psi:1.0:nounif:dr,405.75,,,405.75
loan1,15,ips,learning_rate:10.0,cover:4:psi:1.0:nounif:ips,120.65,,,120.65
loan1,15,mtr,learning_rate:10.0,cover:4:psi:1.0:nounif:mtr,405.75,,,405.75
loan1,15,dr,learning_rate:0.001,cover:8:psi:0:dr,408.65,,,408.65
loan1,15,ips,learning_rate:0.001,cover:8:psi:0:ips,408.65,,,408.65
loan1,15,mtr,learning_rate:0.001,cover:8:psi:0:mtr,408.65,,,408.65
loan1,15,dr,learning_rate:0.003,cover:8:psi:0:dr,408.65,,,408.65
loan1,15,ips,learning_rate:0.003,cover:8:psi:0:ips,408.65,,,408.65
loan1,15,mtr,learning_rate:0.003,cover:8:psi:0:mtr,408.65,,,408.65
loan1,15,dr,learning_rate:0.01,cover:8:psi:0:dr,408.65,,,408.65
loan1,15,ips,learning_rate:0.01,cover:8:psi:0:ips,408.65,,,408.65
loan1,15,mtr,learning_rate:0.01,cover:8:psi:0:mtr,408.65,,,408.65
loan1,15,dr,learning_rate:0.03,cover:8:psi:0:dr,408.65,,,408.65
loan1,15,ips,learning_rate:0.03,cover:8:psi:0:ips,408.65,,,408.65
loan1,15,mtr,learning_rate:0.03,cover:8:psi:0:mtr,408.65,,,408.65
loan1,15,dr,learning_rate:0.1,cover:8:psi:0:dr,408.65,,,408.65
loan1,15,ips,learning_rate:0.1,cover:8:psi:0:ips,408.65,,,408.65
loan1,15,mtr,learning_rate:0.1,cover:8:psi:0:mtr,408.65,,,408.65
loan1,15,dr,learning_rate:0.3,cover:8:psi:0:dr,408.65,,,408.65
loan1,15,ips,learning_rate:0.3,cover:8:psi:0:ips,408.65,,,408.65
loan1,15,mtr,learning_rate:0.3,cover:8:psi:0:mtr,408.65,,,408.65
loan1,15,dr,learning_rate:1.0,cover:8:psi:0:dr,408.65,,,408.65
loan1,15,ips,learning_rate:1.0,cover:8:psi:0:ips,408.65,,,408.65
loan1,15,mtr,learning_rate:1.0,cover:8:psi:0:mtr,408.65,,,408.65
loan1,15,dr,learning_rate:3.0,cover:8:psi:0:dr,408.65,,,408.65
loan1,15,ips,learning_rate:3.0,cover:8:psi:0:ips,408.65,,,408.65
loan1,15,mtr,learning_rate:3.0,cover:8:psi:0:mtr,408.65,,,408.65
loan1,15,dr,learning_rate:10.0,cover:8:psi:0:dr,408.65,,,408.65
loan1,15,ips,learning_rate:10.0,cover:8:psi:0:ips,408.65,,,408.65
loan1,15,mtr,learning_rate:10.0,cover:8:psi:0:mtr,394.35,,,394.35
loan1,15,dr,learning_rate:0.001,cover:8:psi:0:nounif:dr,405.75,,,405.75
loan1,15,ips,learning_rate:0.001,cover:8:psi:0:nounif:ips,405.75,,,405.75
